User,Tweet,Time,Location,Label,Verdict
officialktnnews,ڪراچي پوليس اغوا ڄاڻايل نينگري ام حبيبه کي عدالت پيش ڪيو پنهنجي مرضيء سان پسند جو پرڻو ڪيو آهيڪنهن اغوا ناهي ڪيو نينگري جو عدالت بيان  ,2023-04-13 10:29:27+00:00,Karachi,1,True
officialktnnews,مڪاني ادارن جي ملازمن کي عيد کان اڳ پگهارون جاري ڪرڻ لاء او زيد ٽي جي مد 3 ارب 49 ڪروڙ رپيا جاري  ,2023-04-13 09:40:26+00:00,Karachi,1,True
officialktnnews,دادو شهر جي شاهاڻي پاڙي مان عورت ساجده زال ناصر لنڊ جو گهر ڦاهو کاڌل لاش هٿ اطلاع تي اي سيڪشن پوليس واقعي واري هنڌ پهچي لاش تحويل وٺي اسپتال کڻائي وئي  ,2023-04-13 09:30:24+00:00,Karachi,1,True
officialktnnews,نئون ڪوٽ ڳوٺ حاجي سلطان ٽنگڙي مان نينگري مبينا طور اغوا نئون ڪوٽ هٿياربند 12ورهين جي نينگري نيلان ڪولهي کي مبينا طور اغوا ڪري ويا  ,2023-04-13 08:36:14+00:00,Karachi,1,True
officialktnnews,سکر اکين جو ماهر ڊاڪٽر خيراتي اسپتال مريضن جو معائنو ڪندي فوت هندو پنچائت جي خيراتي اسپتال ڊاڪٽر آچر داس چندواڻي دل جو دورو پوڻ سبب فوت ٿي ويو  ,2023-04-13 08:27:50+00:00,Karachi,1,True
officialktnnews,حيدرآباد پگھار نه ملڻ خلاف واسا جي ملازمن شھر پاڻي جي فراهمي بند ڪري ڇڏي شھر پاڻي جي بحران جو خدشو  ,2023-04-13 08:23:14+00:00,Karachi,1,True
officialktnnews,سکرپ پ اڳواڻ اياز احمد مھر جي ڪراچي مان گمشدگي خلاف وارثن جو ٻٻرلوء باء پاس تي ڌرڻو  ,2023-04-13 08:23:04+00:00,Karachi,1,True
officialktnnews,ڪنري ويجهو نوجوان وڻ رسو ٻڌي مبينا طور ڦاهو کائي آپگھات ڪري ڇڏيو چيل بند 27 ورهين جي هرچند ڪولھي مبينا طور ڦاهو کائي آپگھات ڪيو  ,2023-04-13 06:01:59+00:00,Karachi,1,True
officialktnnews,عمرڪوٽ هاء اسڪول ون جي شاگردن تي زهريلي ماکي جو حملو 20 کان وڌيڪ شاگرد زخمي  ,2023-04-13 05:59:42+00:00,Karachi,1,True
officialktnnews,آمريڪي قومي سلامتي واري صلاحڪار جي سعودي ولي عهد سان فون تي رابطو,2023-04-12 18:12:04+00:00,Karachi,1,True
officialktnnews,اضافي ٽيڪس لاڳو هئڻ سبب ملڪي صنعتون تباهه ٿي رهيون آهن چيف جسٽس عمر عطا بنديال,2023-04-12 18:11:23+00:00,Karachi,1,True
officialktnnews,آزاد ڪشمير جي سپريم ڪورٽ سردار تنوير الياس جي نااهلي خلاف اپيل خارج ڪري ڇڏي,2023-04-12 18:10:42+00:00,Karachi,1,True
officialktnnews,ميٽرڪ بورڊ ڪراچي پاران امتحانن جي شيڊول جو اعلان ڪري ڇڏيو,2023-04-12 18:10:15+00:00,Karachi,1,True
officialktnnews,ڪراچي وڏو شهر آهي بهترين حڪمت عملي سبب هاڻ هن شهر ڪو به نوگو ايريا نه آهي آء جي سنڌ  ,2023-04-12 10:30:50+00:00,Karachi,1,True
officialktnnews,خيرپور ضلعي جي 12 غير حاضر رهندڙ گوسڙو استادن کي 17 اپريل تي پيش ٿيڻ جو حڪم ڊائريڪٽر اسڪول ايجوڪيشن پرائمري سکر ڊويزن ڊسٽرڪٽ ايجوڪيشن آفيسر پرائمري خيرپور کي خط لکي ڇڏيو  ,2023-04-12 09:43:28+00:00,Karachi,1,True
officialktnnews,پبلڪ اڪائونٽس ڪميٽي پاران پي ايس ايل جا حق غير قانوني طور نجي ٽي وي چينل کي ڏيڻ ملوث ماڻهن خلاف ڪارروائي جي هدايت  ,2023-04-12 09:30:47+00:00,Karachi,1,True
officialktnnews,عمران خان چيو ته بشرا بي بي سان شادي کانپوء اڳڪٿي هئي ته هوء وزيراعظم ٿيندو مفتي محمد سعيد خان  ,2023-04-12 08:32:11+00:00,Karachi,1,True
officialktnnews,عمران بشرا بي بي جو نڪاح غير قانوني آهي مفتي سعيد بيان رڪارڊ ڪرائي ڇڏيو  ,2023-04-12 08:13:10+00:00,Karachi,1,True
officialktnnews,اسلام آباد وفاقي حڪومت پاران عيد کان اڳ سرڪاري ملازمن کي پگهار جاري ڪرڻ جو فيصلو  ,2023-04-12 07:35:03+00:00,Karachi,1,True
officialktnnews,اسلام ڪورٽ پوليس احتجاج ڪرڻ تي گرفتار ڪيل 39 ڳوٺاڻن کي مٺي جي عدالت پيش ڪري ڇڏيو مٺي جي عدالت احتجاج ڪرڻ تان گرفتار ڪيل سمورن ڳوٺاڻن جي ضمانت منظور ڪري ورتي  ,2023-04-12 07:26:55+00:00,Karachi,1,True
officialktnnews,ڪنري گهٽي مان گذرڻ کان روڪڻ تي ٻن ڌرين جهيڙو 5 ڄڻا زخمي  ,2023-04-12 07:23:16+00:00,Karachi,1,True
officialktnnews,منظور آباد مسجد اندر اعتڪاف ويٺلن تبليغي جماعت جي ماڻهن جهيڙو هڪ ڄڻو زخمي ڳوٺ فقير داد کوسو مسجد اندر اعتڪاف ويٺلن تبليغي جماعت جي آيل ماڻهن سان جهيڙو ٿيو  ,2023-04-12 06:29:47+00:00,Karachi,1,True
officialktnnews,اسلام ڪوٽ احتجاج ڪندڙن کي پوليس ڳالهين لاء گهرائي گرفتار ڪري ورتو ڪيس داخل مقامي ماڻهن کي نوڪريون نه ڏيڻ خلاف احتجاج ڪندڙ 39 ڄڻن کي ٿاڻي تي دوکي سان گهرائي گرفتار ڪري ڇڏيو  ,2023-04-12 06:24:47+00:00,Karachi,1,True
officialktnnews,اسلام ڪوٽ مقامي ماڻهن کي ٿرڪول خلاف احتجاج ڪندڙن کي پوليس ڳالهين لاء گهرائي گرفتار ڪري ورتو  ,2023-04-12 05:57:42+00:00,Karachi,1,True
officialktnnews,گمبٽ مختيارڪار ايس ڊي ايم گمبٽ جي ڪارروائي کنڊ جو اسٽاڪ رکڻ تي ميڊيڪل سينٽر سيل  ,2023-04-11 10:32:14+00:00,Karachi,1,True
officialktnnews,حيدرآباد سنڌ هاء ڪورٽ بزنس مين اقبال زيڊ خلاف نيب ريفرنس ختم ڪرڻ واري درخواست تي ٻڌڻي  ,2023-04-11 10:14:12+00:00,Karachi,1,True
officialktnnews,خيرپور شاهه عبداللطيف يونيورسٽي انتظاميا پاران شاگردن تي ڪيس داخل ٿيڻ خلاف جسقم جو ڌرڻو شاگردن تي بنا جواز ڪيس داخل ڪري ماحول خراب ڪرڻ جي ڪوشش ڪئي پئي وڃيامجد مهيسر اياز ڪورائي  ,2023-04-11 09:54:12+00:00,Karachi,1,True
officialktnnews,اسلام آباد صدر عارف علوي سنڌ هاء ڪورٽ 6 ايڊيشنل ججز جي مقرري جي منظوري ڏئي ڇڏي  ,2023-04-11 09:44:21+00:00,Karachi,1,True
officialktnnews,عدالتن کان مٿانهين قتلن جي حق ناهيان گهوٽڪي جي رڳو هڪ ٿاڻي جي حد امن امان جو مسئلو آهي جنهن تي ضابطو آندو آهي آء جي دهشتگردي بدامني ڪو سردار ملوث هوندو ته ان خلاف ڪارروائي ڪئي ويندي آء جي سنڌ  ,2023-04-11 09:37:13+00:00,Karachi,1,True
officialktnnews,وڏي وزير مراد علي شاهه جي صدارت هيٺ گمبٽ کي هيلٿ سٽي جو درجو ڏيڻ بابت اهم اجلاس اجلاس صحت واري وزير ڊاڪٽر عذرا پيچوهو ٻيا شريڪ گمس جي بهتر ڪارڪردگي سبب علاج لاء مريضن جي رش آهي وڏو وزير  ,2023-04-11 08:31:08+00:00,Karachi,1,True
officialktnnews,خيرپور عدالتي حڪم تي عمل نه ٿيڻ خلاف ايس ايڇ او کي توهين عدالت جو نوٽيس خيرپور عدالت قتل ڪيس داخل نه ڪرڻ تي ايس ايڇ او کي پيش ٿيڻ جو حڪم ڏئي ڇڏيو  ,2023-04-11 07:46:58+00:00,Karachi,1,True
officialktnnews,گهوٽڪي آء جي سنڌ غلام نبي ميمڻ هڪ ڏينهن جي دوري تي گهوٽڪي پهچي ويو گهوٽڪي آء جي سنڌ پوليس ڪچي ٺهندڙ 60 پوليس چوڪين جو جائزو وٺندو  ,2023-04-11 07:31:39+00:00,Karachi,1,True
officialktnnews,نوشهروفيروز دهشتگردي ٽوڙ عدالت ايم پي اي معظم عباسي کي قتل ڪيس مان باعزت بري ڪري ڇڏيو  ,2023-04-11 07:17:13+00:00,Karachi,1,True
officialktnnews,گم ٿيل ماڻهن کي بازياب ڪرائڻ وارو ڪيس سنڌ هاء ڪورٽ چيف سيڪريٽري آء جي سنڌ کي نوٽيس جاري ڪري ڇڏيا  ,2023-04-11 06:30:39+00:00,Karachi,1,True
officialktnnews,نيوزيلينڊ جي ڪرڪيٽ ٽيم ٽي ٽوئنٽي ون ڊي سيريز کيڏڻ لاء پاڪستان پهچي وئي ڪيوي ٽيم 2 ڏينهن جي آرام بعد 13 اپريل تي پهريون ٽريننگ سيشن ڪندي  ,2023-04-11 05:45:58+00:00,Karachi,1,True
officialktnnews,مسلم ليگ جي سينيئر نائب صدر چيف آرگنائيزر مريم نواز ڪٽنب سميت سعودي عرب پهچي وئي  ,2023-04-11 05:23:17+00:00,Karachi,1,True
officialktnnews,سينيٽ ملڪ هڪ ئي وقت عام چونڊون ڪرائڻ وارو ٺهراء منظور ڪري ورتو  ,2023-04-10 09:07:53+00:00,Karachi,1,True
officialktnnews,ٽنڊوڄام سنڌ زرعي يونيورسٽي ٽيچرس ايسوسيئيشن پاران ڊاڪٽر اجمل ساوند جي قاتلن جي گرفتاري لاء مظاهرو  ,2023-04-10 08:48:55+00:00,Karachi,1,True
officialktnnews,سنڌ هاء ڪورٽ ڊفينس ڪنٽونمينٽ بورڊ ڪلفٽن جي رهواسين کي پاڻي فراهم ڪرڻ جو حڪم ڏئي ڇڏيو  ,2023-04-10 08:34:48+00:00,Karachi,1,True
officialktnnews,دنيا جا امير ترين ماڻهو جيڪڏهن غريب هوندا ته ڪيئن هوندا مصنوعي ذهانت جون تصويرون وائرل  ,2023-04-10 08:03:21+00:00,Karachi,1,True
officialktnnews,ڊبلن ايئرپورٽ پرواز جي غير متوازن لينڊنگ سبب هڪ رن وي بند ڪيو ويو  ,2023-04-10 07:48:14+00:00,Karachi,1,True
officialktnnews,تنگواڻي ڳوٺ محمد حيات کوسو نافرمان پٽ پنهنجي پيء کي گهران ڪڍي ڇڏيو  ,2023-04-10 06:51:34+00:00,Karachi,1,True
officialktnnews,تنگواڻي پروفيسر ڊاڪٽر اجمل ساوند جي قاتلن جي گرفتاري لاء احتجاجي ريلي ڌرڻو  ,2023-04-10 06:46:31+00:00,Karachi,1,True
officialktnnews,سنڌ هائيڪورٽ گم ٿيل ماڻهن جي بازيابي بابت درخواستن تي ٻڌڻي گم ٿيل هڪ نوجوان جي امڙ عدالت زارو قطار روئڻ لڳي نوجوان جي امڙ چيو ته ڪمائڻ واري پٽ کي به کنڀي گم ڪيو ويو آهي  ,2023-04-10 06:31:49+00:00,Karachi,1,True
officialktnnews,10 اپريل سدائين پاڪستان لاء تاريخي ڏينهن رهيو آهي پرڏيهي وزير بلاول ڀٽو زرداري  ,2023-04-10 06:24:34+00:00,Karachi,1,True
officialktnnews,گم ٿيل ماڻهن جي بازيابي نه ٿيڻ جي صورت جاچ آفيسر کي جيل موڪلڻ جو چتاء  ,2023-04-10 06:12:47+00:00,Karachi,1,True
officialktnnews,سنڌ جي جيلن قيد 208 افغانين کي آزاد ڪيو ويو افغان پرڏيهي وزارت جي نائب ترجمان حافظ ضياء احمد پنهنجي ٽوئيٽر هينڊل تي جاري ڪيل پيغام چيو ته اسلام آباد افغان سفارتخاني ڪراچي افغان قونصليٽ جي ڪوششن سان پاڪستان جي صوبي سنڌ جي جيلن قيد 208 افغانين کي آزاد ڪيو ويو آهي,2023-04-08 11:56:16+00:00,Karachi,1,True
officialktnnews,وزيراعظم هائوس اسلام آباد داخل ٿيل شڪي شخص گرفتار وڊيو ڏسندا  ,2023-04-08 09:37:39+00:00,Karachi,1,True
officialktnnews,عمرڪوٽ پروفيسر ڊاڪٽر اجمل ساوند جي قتل خلاف احتجاجي مظاهرو نعريبازي اجمل ساوند جو قتل سنڌ جي اجتماعي شعور جو قتل آهي جوابدارن کي گرفتار ڪيو وڃي مظاهرين  ,2023-04-08 09:21:58+00:00,Karachi,1,True
officialktnnews,اسلام آباد وزير اعظم هائوس داخل ٿيل شڪي شخص سيڪيورٽي هٿان گرفتار سي ٽي ڊي شڪي شخص کي اڻ ڄاتل هنڌ تي منتقل ڪري ڇڏيوجوابدار پاڻ کي افغانستان جو شهري ٻڌائي ٿو ذريعا  ,2023-04-08 09:16:42+00:00,Karachi,1,True
officialktnnews,صدر پارليامينٽ کي قانون سازي نه سيکاري شيري رحمان  ,2023-04-08 08:58:42+00:00,Karachi,1,True
officialktnnews,رويت هلال ڪائونسل عيد الفطر جي چنڊ جي تاريخ ٻڌائي ڇڏي  ,2023-04-08 08:13:54+00:00,Karachi,1,True
officialktnnews,ڪراچي سائيٽ سپر هاء وي پوليس جي جنجال ڳوٺ ڪارروائي ٽن نوجوانن تي تشدد ڪندڙ کان 6 وڌيڪ جوابدار گرفتار جوابدارن گذريل ڏينهن ٽن نوجوانن کي ڦورو ڄاڻائي تشدد جو نشانو بڻائي مرڻينگ ڪري ڇڏيو هو  ,2023-04-08 07:40:41+00:00,Karachi,1,True
officialktnnews,ڪراچي بولٽن مارڪيٽ ڀرسان گهڻ ماڙ عمارت جي ڏهين ماڙ باهه لڳي وئي هڪ ڄڻو فوت 3 ڄڻا بيهوشي واري حالت اسپتال منتقل  ,2023-04-08 07:33:14+00:00,Karachi,1,True
officialktnnews,دادو ام رباب چانڊيو جي ٽن گهر ڀاتين جي قتل ڪيس جي ٻڌڻي بنا ڪارروائي جي 15 اپريل تائين ملتوي  ,2023-04-08 07:20:20+00:00,Karachi,1,True
officialktnnews,ڪراچي جي احتساب عدالت ڊاڪٽر عاصم جي بريت واري درخواست رد ڪري ڇڏي  ,2023-04-08 07:16:36+00:00,Karachi,1,True
officialktnnews,ڪراچي پوليس ڳجهن ادارن بروقت ڪارروائي ڪري ناليواري ڊاڪٽر کي ٽارگيٽ ڪلنگ کان بچائي ورتو ڳجهي اداري پوليس جي ڪامران چورنگي وٽ ڪارروائي ڊاڪٽر جي قتل لاء پيسا وٺندڙ 2 ٽارگيٽ ڪلر سوگها  ,2023-04-08 06:36:46+00:00,Karachi,1,True
officialktnnews,صدر عارف علوي عدالتي سڌارن وارو بل واپس پارليامينٽ کي موڪلي ڇڏيو بل پارليامينٽ جي اختيارن کان ٻاهر آهيآرٽيڪل 75 تحت بل بهتري لاء پارليامينٽ کي واپس موڪليان پيو صدر  ,2023-04-08 05:48:08+00:00,Karachi,1,True
officialktnnews,سڪرنڊ مزاهيه اداڪار وزير انڙ تي تشدد وارو معاملو ايس ايڇ او تي ڪيس داخل ڪرڻ جو حڪم  ,2023-04-07 10:41:19+00:00,Karachi,1,True
officialktnnews,سنڌ حڪومت حيدرآباد سکر موٽر وي ٻين منصوبن لاء زمين مختص ڪرڻ جي منظوري ڏئي ڇڏي ٿرپارڪر به ڪيمبرج اسڪول جي اڏاوت لاء زمين ڏيڻ جي منظوري ڏني وئي  ,2023-04-07 09:37:45+00:00,Karachi,1,True
officialktnnews,ڏيپلو ڳوٺ وڪڙيو مان بااثرن جي ظلمن کان تنگ ٿي لڏي ويل ميگهواڙ برادري جو خاندان دربدر خاندان جا ڀاتي نٽهڻ اس ويٺل بکن پاهه ٿيڻ لڳا ڪنهن به واهر ناهي ڪئي ميگهواڙ برادري  ,2023-04-07 08:57:59+00:00,Karachi,1,True
officialktnnews,ڪراچي ڪاليج اسڪول غير قانوني طور اين جي اوز حوالي ڪرڻ جو انڪشاف مڪاني ادارن واري کاتي سمورن ايڊمنسٽريٽرز کان لاڳاپيل اسڪولن جا تفصيل طلب ڪري ورتا  ,2023-04-07 08:43:37+00:00,Karachi,1,True
officialktnnews,سنڌ ترقي پسند پارٽي پاران پروفيسر اجمل ساوند جي قتل خلاف سڄي سنڌ احتجاجي مظاهرن جو اعلان  ,2023-04-07 08:07:13+00:00,Karachi,1,True
officialktnnews,برج خليفا هڪ ئي عمارت افطاري جا مختلف وقت ڇو هوندو آهي  ,2023-04-07 07:52:47+00:00,Karachi,1,True
officialktnnews,اسلام آباد پي ٽي آء چيئرمين عمران خان خلاف رمنا ٿاڻي تي هڪ ٻيو ڪيس داخل  ,2023-04-07 07:45:53+00:00,Karachi,1,True
officialktnnews,منهڙو ڳوٺ آدم لاشاري جوابدار گهرو اڻبڻت تان پنهنجي پيء جي گهر کي مبينا طور باهه ڏئي ڇڏي  ,2023-04-07 07:34:10+00:00,Karachi,1,True
officialktnnews,ڊالر اڄ وڌيڪ سستو ٿي ويو  ,2023-04-07 07:15:08+00:00,Karachi,1,True
officialktnnews,پيرجوڳوٺ واسي شخص سان سعودي عرب نوڪريون وٺي ڏيڻ بهاني 17 لک رپين جو مبينا فراڊ متاثر جو احتجاج  ,2023-04-07 06:42:37+00:00,Karachi,1,True
officialktnnews,سلمان خان جي مڪيش امباني جي ڌيء جي مڱڻي بيگرائونڊ ڊانس ڪندي وڊيو وائرل  ,2023-04-07 06:13:36+00:00,Karachi,1,True
officialktnnews,خيرپور شاهه عبداللطيف يونيورسٽي جي 12 شاگردن تي ڪيس داخل هڪ گرفتار تشدد جو الزام يونيورسٽي جي ملازم اعجاز ميتلو جي فرياد تي 12 شاگردن تي ڪيس داخل ڪيو ويو  ,2023-04-07 05:51:26+00:00,Karachi,1,True
officialktnnews,پروفيسر اجمل ساوند جي قتل تي سنڌ ڪاوڙ جي لهر ڇانيل  ,2023-04-07 05:32:22+00:00,Karachi,1,True
officialktnnews,اي ٽي سي لاهور ڀڃ ڊاهه ڪيس پي ٽي آء اڳواڻن فواد چوڌري حماد اظهر جي عبوري ضمانت خارج ڪري ڇڏي  ,2023-04-04 06:32:48+00:00,Karachi,1,True
officialktnnews,پنجاب ڪي پي چونڊ ڪڏهن ٿيندي سپريم ڪورٽ جي ٽه رڪني بينچ پنجاب ڪي پي اليڪشن ملتوي ڪرڻ خلاف محفوظ ڪيل فيصلو اڄ ٻڌائي رهي آهي  ,2023-04-04 06:27:07+00:00,Karachi,1,True
officialktnnews,ڪشمور جي ڪچي مغوين جي بازيابيء لاء پوليس جو ٻيهر آپريشن شروع ڏوهارين خلاف اي پي سي چين جديد هٿيارن جو استعمال ايس ايس پي ڪشمور عرفان سمون چيو آهي ته آپريشن 2 سئو کان وڌيڪ پوليس اهلڪار حصو وٺي رهيا آهن  ,2023-04-04 05:54:09+00:00,Karachi,1,True
officialktnnews,ٿر جي فطري حسن مورن پراسرار بيماري پکڙجي وئي  ,2023-04-03 10:54:32+00:00,Karachi,1,True
officialktnnews,گهوٽڪي مدرسي پڙهندڙ 4 ٻار پراسرار نموني گم ٿي ويا ڳولا باوجود پتو نه پيو ڳوٺ محمد ابراهيم چاچڙ مان نينگر صدام ڀيري ڪليم الله اوڳائي وسيم چاچڙ سعيد چاچڙ پراسرار نموني گم  ,2023-04-03 10:44:52+00:00,Karachi,1,True
officialktnnews,ٺٽو ويجهو ناري کي قتل ڪرڻ جو انڪشاف  ,2023-04-03 10:37:06+00:00,Karachi,1,True
officialktnnews,سينيٽ وياج جي خاتمي بابت ٺهراء اتفاق راء سان منظور ڪري ورتو  ,2023-04-03 10:22:43+00:00,Karachi,1,True
officialktnnews,تعليم کاتي پاران گوسڙو استادن خلاف ڪارروايون جاري سانگھڙ ضلعي تازو مقرر ٿيل پي ايس ٽي جي ايس ٽي 20 استادن کي گھر ڀيڙو ڪري ڇڏيو  ,2023-04-03 10:11:37+00:00,Karachi,1,True
officialktnnews,سلطان ڪوٽ ڪارنهن الزام هيٺ چاچي هٿان ڀائيٽي قتل  ,2023-04-03 07:56:37+00:00,Karachi,1,True
officialktnnews,سپريم ڪورٽ جو فيصلو ملڪي سياست تي اثر ڇڏيندو وسيم شهزاد  ,2023-04-03 07:29:41+00:00,Karachi,1,True
officialktnnews,آء جي سنڌ پاران گٽڪو مين پڙي وڪرو ڪندڙن سهولتڪارن خلاف سخت ڪارروائي جو فيصلو  ,2023-04-03 06:55:07+00:00,Karachi,1,True
