Unnamed: 0,User,Tweet,Time,Location,Label,Label_name
15,PakStartup,البامين جي شڪن ۾ رسمري چيرين کي راسمم علي شاهه عهدم ۽ ويمور اسپيڪر آف دي شهرين الحمم جي ڪائونسلر يا سنڀاليندڙ قصان جي ملڪ جي ڪائونسلر طور ختم ڪئي وئي آهي,28/02/2023 15:30,Pakistan,1,
16,PakStartup,نيو زيلينڊ انگلينڊ جي خلاف ٻئي ٽيسٽ ۾ پيروي ڪرڻ لاء پر انهن کي اميد نه وڃايو ويو ۽ ا   ارو ونڊنگ ۾ فائنل ختم ٿيڻ واري ڏينهن ۾ گهمڻ وارن کي گهيرو ڪري ڇڏيو,28/02/2023 15:13,Pakistan,1,
17,PakStartup,مهم جي ريم ايم اي 3 لانچ پوسٽ نمبر 01 پليٽ فارم انسٽاگرام توهان جو ا   Y2030 پي ايم او پي اي ڊي 24023 فيمبرپروپيٽم,28/02/2023 14:50,Pakistan,1,
18,PakStartup,سائنس ۽ سنڌيسٽس ROLGSSي تي اعلان ڪيو ته ايمرهسي لاء جو ڪسٽم جي خاندان فقط,28/02/2023 14:33,Pakistan,1,
19,PakStartup,اتحاد کاڌو سنيجلٽورا پاڪستان جي هڪ پقبازر پاڪستان ۽ خوراڪ جي استحڪام جي عدم تحفظ ۽ خوراڪ جي عدم تحفظ جو مقصد آهي,28/02/2023 14:10,Pakistan,1,
20,PakStartup,لاحاقي ڪيفرس فيلار فيرر فيمن کي افتتاح زيامن کي هلايو ويو آهي بي بي سي جي سپر ليگ پي ايس ايل جي تاريخ پي ايس ايل جي تاريخ,28/02/2023 13:50,Pakistan,1,
21,PakStartup,توهان روايتي ادائيگي جي طريقن جي بدران صارفين جو سامان وڪرو ڪرڻ بدران ايم پي جي سامان خريد ڪرڻ لاء استعمال ڪري سگهو ٿا,28/02/2023 13:30,Pakistan,1,
22,PakStartup,پاڪستان اسٽيٽ پيسو پي ايس او ۾ سڀ کان وڏو تيل مارڪيٽنگ فرم پاڪستان ۾ هڪ ناريلين ٽيليڪميونيڪيشن آپريٽر تي هڪ وڏي پئماني تي مهارت وارو آپريشن جاري آهي,28/02/2023 13:10,Pakistan,1,
23,PakStartup,PSL ٽرپيٽڪ ٽريٽجڪ ٽائيم تي PSL اسٽريٽجڪ ٽائيم دوران ٽپال ٽرائريٽ ٽائيم,28/02/2023 12:50,Pakistan,1,
24,PakStartup,اڻون ڀاٽريرا سيڪٽر آينس ۾ وڪرو اليم آپيسي آس2 بلين ۾ مڪمل آهيان,28/02/2023 12:30,Pakistan,1,
25,PakStartup,ذريعن ذريعن موجب سنڌ کي ان جي واکاڻي مصرومبه منبہ ملهين کي س S ي خلب جي ڳچي يا سون جو تاجارت ڏني,28/02/2023 11:50,Pakistan,1,
26,PakStartup,يو اي اي نوڪري ڳوليندڙن جي 90 سيڪڙو جي درخواستن کي پهرين اسٽيج ۾ رد ڪيو ويو آهي ۽ مختلف فيڪٽرن جي ڪري نه پر بنيادي طور تي اميدوارن جي ڪري,28/02/2023 11:30,Pakistan,1,
27,PakStartup,هڪ پاڪستاني جوڙو سرخرو ڪيو آهي جيئن اهي گدھا ڪارٽ تي داخلا ڪن ٿا جئين ايندھن جي قيمتن کي وڌائڻ لاء,28/02/2023 11:10,Pakistan,1,
28,PakStartup,هڪ بيبي جو ڇوڪرو ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي ي يمن ۾ پيدا ٿيو) رپورٽ ڪئي وئي آهي,28/02/2023 10:50,Pakistan,1,
29,PakStartup,گول احمد ميڪزيل ملز تائين ليول لميٽيز ليمن تائين محدود پي ايس ايڪس ايم ايس ايم اي ايم ايس ايم ايم اي ايس ايم ايس ايم اي ايم ڪيو ايم اي ايس ايم ايس تائين 4160 يو ايس ايم ايس تائين,28/02/2023 10:30,Pakistan,1,
30,PakStartup,شارگره ۾ هڪ ريسٽورٽ اٺ سال تائين مفت کاڌو پيش ڪري رهيو آهي ۽ هاڻي اهو ماڻهن کي مفت کاڌو مهيا ڪندو آهي جيڪي پڻ ويزا تي آهن,28/02/2023 9:30,Pakistan,1,
31,PakStartup,برطانيا جي گڏيل قومن کي برطانيه جي لعنت ڏيڻ بعد لور ڪانفرنسز HBL PSL 8 پوائنٽ ٽيبل ٽيبل,28/02/2023 9:10,Pakistan,1,
32,PakStartup,معروف آن لائين فارميسي هڪ ڀيرو ٻيهر سامعين کي ٻيهر متاثر ڪيو آهي ان جي جديد ۽ مزاحيه مارڪيٽنگ جي حڪمت عملي کي حيرت انگيز ۽ فلاحي بليس تي هڪ حيرت انگيز آهي,28/02/2023 8:50,Pakistan,1,
33,PakStartup,ترڪي فٽبال ڪلب باسويز جا فين هزارين زندگي زلزلي جي لاء متاثر ٿيندڙ ٻارن جي سڪيورٽي ۽ شام جي لاء سڪون جي لاء مارجي ويا آهن,28/02/2023 8:10,Pakistan,1,
34,PakStartup,سائقي سراهرا دائيڊ حسين يبق يھوو اسلامي جي لاء هڪ پيغام آهي جنهن ۾ سياسترا 12000 آمريڪي آمريڪي ايسڊيني ۾ 3 پاڪستان 105 بي روپيا آهن,28/02/2023 7:50,Pakistan,1,
35,PakStartup,ها بلوچستان آمريڪا ۾ پارٽي جي دعوس ڪرڻ بعد ميمبرن کي غير ملڪي ڪمپنين جي ادائيگي کان گهٽٽي اپز طور پابندي گهٽجڻ واري لاء اعلان ڪيو آهي,28/02/2023 7:30,Pakistan,1,
36,PakStartup,جنوري جي صارفين طرفان جاري ڪيل ڊيٽا جي ڊيٽا جي حساب سان ڊيٽا کي 87 بلين ڊالر ريپريس ذريعي ڪريڊٽ ڪارڊ ذريعي خريد ڪيو ويو آهي جيڪو گذريل سال کان وڌيڪ 335 آهي,28/02/2023 7:10,Pakistan,1,
37,PakStartup,ورلڊ ڪپ چيمپئن لينل ميسي جو نالو 1022 ۾ في في پنجاهه ڏينهن ۾ فيڊس ۾ في في فيڊس ۾ فوڊس ۾ فوڊس ۾ فوڊس ۾ فيفا آهي,27/02/2023 19:10,Pakistan,1,
38,PakStartup,پاڪستان نوجواري جي تجضي ٺاڳيٽو جي نالي ۾ عرف يوم جو عرف LDES جي قاتم جي وفات ۾ اعزاز جي نمائندگي ڪري رهي آهي,27/02/2023 17:00,Pakistan,1,
39,PakStartup,حبيب ميٽروپوليٽن بئنڪ پي ايس ايڪس ايس ايم بي جو 2022 هڪ مثبت نوٽ تي و wr يو ويو آهي جيئن بينڪ جي انگن اکرن ۾ 8 يو ايس ايڪس تي بئنڪز جو منافعو حاصل ڪيو آهي,27/02/2023 16:40,Pakistan,1,
40,PakStartup,اسٽرنومرز جي نشاندهي ڪئي آهي جيڪي ڪائنات جي انفراديز مان ڇهه وڏا ڪهڪشين آهن ته اهي وڏي پئماني تي وڏي پئماني تي آهن ته اهي تبديل ٿي ويا ته اهي ڪهڪشين جي اصليت بابت ڪيئن ٿا سوچن,27/02/2023 16:20,Pakistan,1,
41,PakStartup,لچڪ انسپريشن جدت جي سيڙپڪاري جي واڌ ۽ پائيدار سالگره سالگره سالگره جو موضوع ۽ ٽيڪنالاجي جي حصول جي ترتيب ڏيڻ جو مجموعو آهي,27/02/2023 16:00,Pakistan,1,
42,PakStartup,10 فيبروري تي ادارا 10 فيبروري تي جاري ڪيل پريس رليز کي جاري ڪيو ويو آهي,27/02/2023 15:44,Pakistan,1,
43,PakStartup,لاحادي ڪيمارس سيٽ 2015 تي متحرڪ لاء ٽارگيٽ,27/02/2023 15:40,Pakistan,1,
44,PakStartup,هڪ پريس رليز پاڪستانين طرفان جاري ڪيل هڪ پريس رليز 10 فيبروري تي 10 فيبروري تي تصديق ٿيل آهي ته طبي لائسنس ڏيڻ واري امتحان واري نل لاء ويهڻ لاء هاڻي ويهڻ جي ضرورت ناهي,27/02/2023 15:22,Pakistan,1,
45,PakStartup,بينڪ الفا الله پنهنجي 25 هين سالگره تي هڪ تاريخي حرڪت ڪري ٿي,27/02/2023 14:50,Pakistan,1,
46,PakStartup,هڪ 56 شدت واري زلزلي تي مشرقي تڪيڪي سومر تي هڪ مادري مارن کي ڇڏي ڏنو ۽ پنجن درجن ماڻهن کي نقصان پهچايو جڏهن ته ڪيترن ئي عمارتن ۾ نقصان پهچايو,27/02/2023 14:10,Pakistan,1,
47,PakStartup,اندروني وزارت 214 غير پرڏيهي ماڻهن کي گذريل پنجن سالن دوران ڪيترن ئي پنجن سالن دوران ڪيترن ئي پنجن سالن دوران ڪيترن ئي سببن تي مشتمل آهي,27/02/2023 13:50,Pakistan,1,
48,PakStartup,هيڊ اڊولزز هڪ فٽبال جو هڪ فوٽ پرٿورٽ جو هڪ منفرد ورلڊ ڪپ جي هڪ منفرد ورلڊ ڪپ ۾ هڪ منطقي ورلڊ ڪپ ۾ هڪ منطقي ورلڊ ڪپ ۾ هڪ منطقي ورلڊ ڪپ جو هڪ منفرد ورلڊ ڪپ,27/02/2023 13:40,Pakistan,1,
49,PakStartup,لاحاقي ڪي لينڊار اسلام آباد جي خلاف پهريون ڀيرو ٽاس کٽي ويو ۽ چونڊيو,27/02/2023 13:10,Pakistan,1,
50,PakStartup,لا مينگا جي ان جي آئلورل سيريز جي حتمي ماخذن جي حتمي ميچ جو حتمي ملائي ويو جيئن ته انسان جو اسم آهي جيئن ته انسان جو اسم آهي صرف ٻن جائز ترسيل ۾ چيس پورو ڪرڻ لاء,27/02/2023 12:50,Pakistan,1,
51,PakStartup,ڪريڊٽ ڪارڊ لاء ڪريڊٽ ڪارڊ هر مهيني 5000 جي مهيني جي حد ۽ 30000 هر سال تائين,27/02/2023 12:10,Pakistan,1,
52,PakStartup,"ترليس ۾ امرستان مغرر کي پهرين / پاڪستان کان پهريان عمر تائين 15000 پاڪستان کان شروع ڪيو هو، اهي سگهن ته اهي وڌيڪ پاڪستان کان فلشنس ٿيون",27/02/2023 11:50,Pakistan,1,
53,PakStartup,"انالي کي وڏي ڊاوي کي نحي افاڪيزادين جي ڪيو، والتماقبز جيڪا پاڪيوپاني روٽئيٽ ڪري ٿي ته فاني ڀائلاٽا ۾ مدد ڪري ٿي",27/02/2023 11:18,Pakistan,1,
54,PakStartup,تيزي وارن يو ايس ايل فنڊز طور هڪ انقلابي مالي فلاحي پيشي جي طور تي هڪ انقلابي مالي فلاحي ايپ ۽ فري لانسرز کي بااختيار بڻائڻ لاء تيار ڪيو ويو آهي,27/02/2023 10:50,Pakistan,1,
55,PakStartup,ٽن دبئي پراپرٽيز دنيا جي وچ ۾ درجه بندي ڪئي وئي آهي 25 اڪثر مهانگي ملڪيت جا پرديز سڀ ٽي ولاز جلاوطن جملن جي معزز جي خريد ڪندڙن لاء سڀ کان وڏو ڪشش موجود هئا,27/02/2023 10:10,Pakistan,1,
56,PakStartup,لاحاقي ڪيفرس بيٽار فالس زيمن لاء هڪ پلاٽ کي تحفا ڏنو جنهن پي ايس اي ايس جي زوال ۾ پرفارمنس ڏنو,27/02/2023 9:30,Pakistan,1,
57,PakStartup,فنانس وزير اساق دارڪ چار هائوس کي گرين ڪيو ويو آهي چار هائوسنگ آمريڪا جي ابتدائي ترقي جي منصوبن جي ابتدائي ڪارڪردگي لاء سي ڊي اي کي,27/02/2023 9:05,Pakistan,1,
58,PakStartup,هڪ چيني ڪمپني تي هڪ چيني فارورڊ اسپورٽس جوتن کي پاڪستان جي ذريعن ۾ گذريل سال جي تباهي واري ٻوڏ جي متاثرين جي مدد لاء 10 ملين رپيا,27/02/2023 8:23,Pakistan,1,
59,PakStartup,پاڪستان آپريشن جي 4 هين سالگره جي وڏي تعداد ۾ مارجي وئي آهي ته ملڪ ۾ گرفتار ڪيو ويو آهي ته ملڪ ۾ هٿياربند فوجون مشهور طور تي حيران ڪندڙ ڏينهن کي حيران ڪندڙ جواب ڏين ٿيون,27/02/2023 7:13,Pakistan,1,
60,PakStartup,آسٽريليا هڪ ڇهين وومينٽس ٽي 20 ورلڊ ڪپ جو عنوان حاصل ڪيو ويو آهي 19 وڳي تي اذيت واري گیازيا کان وٺي ايٽم ميون جي رانديگرن کان هڪ غيرت واري ميٽري کي شڪست ڏيو,26/02/2023 16:40,Pakistan,1,
61,PakStartup,ڪيناڊاس مشهور رائونڊسو ڪينٽ اسڪاٽ وي دنيا جو سڀ کان وڏو برفاني اسڪاٽنگ رڪز پهريون ڀيرو هن موسم جي گهٽتائي تي نه کلي ويندو,26/02/2023 16:20,Pakistan,1,
62,PakStartup,هفتي جي افرادي طور تي افراط زر جي وضاحت واري اشاري پاران ماپيل اشاري طرفان ماپڻ واري اسپيڊ پاران 98 سيڪڙو تائين 4154 پي سي جي هڪ سال تائين 4154pcc جي واڌ جي واڌ آهي گذريل هفتي ۾ 3842pc,26/02/2023 16:02,Pakistan,1,
63,PakStartup,لاحاقي ڪيمارنز HBL PSL 8 جي سڀني کان وڌيڪ 241 رنز کي ماريندو آهي,26/02/2023 15:52,Pakistan,1,
64,PakStartup,فڪر زامين کي 45 بالن ۾ شاندار اننگز 96 رنسون اسم ڪندو آهي,26/02/2023 15:40,Pakistan,1,
65,PakStartup,ممبئي ايم پي دهلي هڪ جديد ترين مطالعي جي جديد ترين ماڻهن لاء بدترين شهرن جو اعلان ڪيو,26/02/2023 15:10,Pakistan,1,
66,PakStartup,اٽلي جو ڪاروبار خشڪ نه ڪيو ويو آهي پر ڪجهه وينٽس مشهور گونڊولرز جي ڪجهه هفتن ۾ انهن جي حرڪتن کي محدود ڪرڻ گهرجي,26/02/2023 14:59,Pakistan,1,
67,PakStartup,پاڪستاني گلوگر ڪفلي هافلي پنهنجي سهارو هن جي سهارو هن جي سپورٽ ۽ پيار جي لاء هن جي سهارو هن جي سهارو حاصل ڪئي آهي,26/02/2023 14:40,Pakistan,1,
68,PakStartup,جهڙوڪ ورلڊ ڪپ فائنل پئرسگرمين ٽيمن جي ٽيمن ۽ ڪلينا مائيپ ميسپ ۽ ڪلينا ايم اين ايز تي سومر تي هڪ ٻئي جي مقابلي ۾ 2022 لاء,26/02/2023 14:36,Pakistan,1,
69,PakStartup,عهيقا عي اڳواڻان جو عحکانانه صحانان ڊسٽرالان ڊانٽ شريف اگروار شڪرگذار هو خانن جي وڏي پير غلامي پيسن ۾ شرڪت نه ٿاڻيا ۽ عينيانانان چاهيون ٿا,26/02/2023 14:20,Pakistan,1,
70,PakStartup,ڊبيو اي سي سي سي سي سي سي ٽي سي جي بحالي ۽ بين الاقوامي سرحدن جي سفر جي بحالي ۽ افتتاح جي بحالي جي بحالي جي طور تي سياحن جي افتتاح جي طور تي 73 سيڪڙو تائين هڪ مضبوط قبضو ڪيو ويو آهي,26/02/2023 14:05,Pakistan,1,
71,PakStartup,لاحاقي ڪيفرس پهرين ٽاس ايم پي اي پي کي بيٽنگ ڪرڻ لاء کٽي ويو,26/02/2023 13:40,Pakistan,1,
72,PakStartup,۾ پوء اڳئين وزيراعظمئر کي وٺي ScararitararanGE TARpoarcionand ان جي هيٺين ذريعن تان عطا ڪري ويندو,26/02/2023 13:18,Pakistan,1,
73,PakStartup,پاڪستان 2022 جي مهم جي ايجنسي تي ڏکڻ ايشيا جي علائقي ۾ سڀ کان وڌيڪ خوبصورت ۽ خوشحال آزاد ادارو پيش ڪرڻ لاء اسان جي عظيم ازالي جي سرپرستن کي شاھدي ڏيڻ لاء,26/02/2023 13:00,Pakistan,1,
74,PakStartup,دبيت جو دورو ڪيو ويو آهي ته گذريل اينڊرس 2022 ۾ هن 2022 سالن ۾ استحصال ڪيو ويو آهي جيڪو 2026 ملين آمدورفت ۾ 1436 ملين آمدورفت ۾ 1436 ملين سالن ۾ 936 في سالگره حاصل ڪيا,26/02/2023 12:39,Pakistan,1,
75,PakStartup,ڪراچي جا ڪنگز بيٽس HBL PSL 8 ڪلچر ۾ سلطان سلطان آهن,26/02/2023 12:00,Pakistan,1,
76,PakStartup,لاهوور هاء ڪورٽ بار ايسوسيسي ايسوسيسي ايسوسيسيا ڇنڇر تي تاريخ جي تاريخ تي پهريون ڀيرو عورت سيڪريٽري کي اجاگر ڪيو ويو آهي 1893 ۾ ان جي شروعات کان پوء,26/02/2023 11:40,Pakistan,1,
77,PakStartup,ڪجهه چيني صوبا پيش ڪرڻ جي اميد ۾ 30 ڏينهن ادا ڪيا ويا آهن 30 ڏينهن جي حوصلا افزائي واري ڪمري کي وڌائڻ جي شرح ۾ مدد ڏيڻ واري پارٽي جي شرح,26/02/2023 10:54,Pakistan,1,
78,PakStartup,بعد ۾ مليل سلطان تائين 168 رنز جو 168 رنز,26/02/2023 10:40,Pakistan,1,
79,PakStartup,هڪ 21 ٽريبنڊل 275ٽن رليف مدد حاصل ڪرڻ ۾ 275ٽن رليف امداد ۾ مالڪي ۾ مالڪي جي هڪ بدترين مارڪيا جي ڏينهن ۾ بدقسمتي واري شهرن مان پهچي ويو,26/02/2023 10:20,Pakistan,1,
80,PakStartup,عورتون يونيورسٽي جي سوبائي شاگردن جي حد کان بچاء جي حد کان بچائي وئي آهي ته هو تعليمي اداري جي ڪنهن به اداري ۾ داخلا وٺڻ جي پابندي نه هوندي,26/02/2023 10:07,Pakistan,1,
81,PakStartup,بس جڏهن هر ڪو سوچيو ته ڪراچي ۾ هڪ نئين برانڊ جي صورتحال کان ٻاهر نه هو ته هڪ نئين برانڊ کان ٻاهر نڪري ويو جيڪو هن جي عاليشان بل بورڊز ذريعي هڪ اهم پيغام موڪليو ويو آهي,26/02/2023 9:20,Pakistan,1,
82,PakStartup,عبوري پنجابي حڪومت پاڪستان جي سپر ليگ پي ايس ايل جي اٺين ايڊيشن جي ميچن جي سيڪيورٽي کي جاري ڪرڻ جو فيصلو نه ڪيو آهي,26/02/2023 8:55,Pakistan,1,
83,PakStartup,Spatpi Fistipip ريحت تي ٻڌل بريڪ ڊائون اهو نازل ڪيو ويو آهي ته سکرور اهو آهي جتي BTCHRONT TTSTONT اڃا تائين ڊائنر گانا آهن,26/02/2023 8:31,Pakistan,1,
84,PakStartup,ملتان جي سوٽورين ٽاس کي ٽاس ڪيو ۽ چونڊ ڪيو ويو ته پهرين بندن جي آنگهن جي بادشاهت تي,26/02/2023 8:10,Pakistan,1,
85,PakStartup,سپريم ڪورٽ جي اعلان مطابق فرمانبرداري جي تعداد ۾ 52450 کان پهريان 52450 تائين گهٽجي ويو آهي ته 54735 هو,26/02/2023 7:50,Pakistan,1,
86,PakStartup,اٺ ڪئميرا جي مقابلي ۾ لکين ڪيمرا گادڊا اسٽيڊيم لاهور مان چوري ڪيا ويا آهن ۽ فائبر ڪيبل جي چوڌاري رکيل آهن ۽ هڪ فائبر ڪيبل پڻ چوري ڪيو آهي,26/02/2023 7:20,Pakistan,1,
87,PakStartup,وزير وزير ۽ چينوگيرس جي چيپرمين پاران گنگار ڀڳي جو هڪ معاسز پيدا ڪرڻ جو فوري طور تي سفر جي بحالي آهي,26/02/2023 6:08,Pakistan,1,
88,PakStartup,Nick دنيا جي ڊگهي زبان 101 سينٽي 397 ماپ ڪري رهي آهي ان جي باوجود اهو 5 رنگ ڊونٽس رکي سگهي ٿو,25/02/2023 18:10,Pakistan,1,
89,PakStartup,الادا ايروينوٽڪ آسٽريليا جي شروعات ايئرپورٽ جي شروعات Airspeyer Mak4 هڪ ريس ڪار کي ظاهر ڪيو آهي جيڪا عمودي ويٽول ٿي وئي آهي,25/02/2023 17:50,Pakistan,1,
90,PakStartup,ڪمزور ڪمپنين ۾ سياست ۾ سياست ۾ سياست ۾ سياست ۾ کٽي ٿو ته بهترين خيالن کي بهترين طور تي اسٽيو نوڪريون کٽي,25/02/2023 17:30,Pakistan,1,
91,PakStartup,پاڪستان وارن س proterorrereror امٽا حڪومت اعلان ڪئي آهي ته پاڪستان جي وچ ۾ ٽرار علائقن ۾ بلڊنگ آهي ۽ پاڪستان تي 2 بلين تي ٻيهر 2 بلين تي 2 بلين مفاصلي آهي,25/02/2023 17:10,Pakistan,1,
92,PakStartup,ڪوڪولا هڪ شمسي بجلي واري واٽر فليٽنگ سسٽم کي ترتيب ڏيڻ لاء بانڊا اي شمس سان ورهايل آهي جيڪو هر روز 10000 ليٽر پاڻي جي 100 ليٽر پاڻي ٺاهي ٿو,25/02/2023 16:50,Pakistan,1,
93,PakStartup,"آزام خان چيو مان راند کان پهريان ڪجهه به نه کائو، تنهنڪري زمين تي ڊنر هو",25/02/2023 16:30,Pakistan,1,
94,PakStartup,هڪ جرمن آرٽسٽ گيٽ انسٽيٽيوٽ گورنرز ۾ هڪ جديد ريئل لائبريري ٺاهي ٿو,25/02/2023 15:50,Pakistan,1,
95,PakStartup,وفاقي حڪومت هن سال آگسٽ تائين روزگار لاء هڪ لک مهارت رکندڙ شهرين کي ٻاهر موڪلڻ جو منصوبو ٺاهيو آهي,25/02/2023 15:10,Pakistan,1,
96,PakStartup,هڪ انسان جو هڪ برانڊ رميز راسا رياسج جي حڪمراني جو جواب آهي,25/02/2023 14:50,Pakistan,1,
97,PakStartup,وزيراعظم وشش شريف ۾ اوين چيئرين ۾ انعام سان جاري رهيو آهي ته اپورپليٽس ته عالمي رهائش ڪم ڪندڙن ۾ پاڪستان جي ڪاروبار ۾ ملاقات ڪئي وڃي.,25/02/2023 14:30,Pakistan,1,
98,PakStartup,پاڪستاني ڇوٽائرسن جي ايجوڪيشنا ڪارٽاز بردارا يوسفزا توهان ڪنهن جو هڪ انٽرويو براcazAckc Kure-Rucizzcaz نيٽورڪ جي انٽرويو ۾ آيا,25/02/2023 14:10,Pakistan,1,
99,PakStartup,سون جي پتي سگريٽ جي قيمت پاڪستان ۾ 800 روپيا پار ڪرڻ جو امڪان آهي,25/02/2023 13:50,Pakistan,1,
100,PakStartup,ترڪي کي تباهه ڪرڻ واري زلزلي جي متاثرين جي متاثرين لاء گهر تعمير ڪرڻ جا منصوبا پيش ڪيا آهن جيڪي هن مهيني جي سرحدي علائقي کي هڪ اندازي طور تي هن مهيني جي تخميني ماڻهن کي بي گهر رهجي ويو,25/02/2023 13:37,Pakistan,1,
101,PakStartup,پي ايس ايل 8 ميچن کي ميزباني ڪرڻ لاء گادڊف اسٽيڊيم لاهور تيار آهي,25/02/2023 12:55,Pakistan,1,
102,PakStartup,بالي ووڊ مخالف پاڪستان جي مخالف فلم آهي جنهن کي صحرا جي سڀني کان خوبصورت سراذن مان هڪ آهي,25/02/2023 12:30,Pakistan,1,
103,PakStartup,"ڪا آء شاهeAB HeAB Aft HlA جو excء چونڊ ڪرڻ جي عمر 2010 ارب ۾ 2015 ارب ۾ پيمبئي ۾ پيمبينن بينڪن ۾ پيموار بازڊ بينٽ ۽ س SLLP رپين جو نن، 202 ارب روپيا پاڪستان ۾ پاڪستان ۾ پيبيان رهيو آهي.",25/02/2023 11:00,Pakistan,1,
104,PakStartup,"ترڪي جا عملدار تباهي واري هنڌ تي رهائشي جڳهن تي رهائشي جڳهن کي ٻيهر تعمير ڪرڻ شروع ڪيو آهي، جيئن ترڪي ۽ شام ۾ گڏيل موت جي ٽولي کي پار ڪيو",25/02/2023 9:50,Pakistan,1,
105,PakStartup,وفاقي وزير مولا ASAA وزير اعظم وزيرن جي بمبار مهم کي بمباري جو ثبوت واپس آيو آهي,25/02/2023 9:05,Pakistan,1,
106,PakStartup,ڪمرينر ڪراچي ڪراچي ڪراچي ڪراچي حماد ڪيا آهن ۽ ملڪ جا مالي حقاني ڏيڻ کان فوجي ڪارا پاڪي پاور آهن (حقيقت کان فوجي ڪارروار جو حڪم) رپورشنل سرزمين ۾ (حقيقت ۾ پاڪستان کي آباد ڇڏيو پاڪستان کي آباد ڇڏيو ويو.,25/02/2023 8:48,Pakistan,1,
107,PakStartup,ڪمشنر ڪراچي جي هزارن جي هزارن کي هفتي ۽ ريسٽورنٽز بند ڪرڻ جي هدايت ڪئي آهي ته 10 وڳي گولين جي قيمتن کي روڪي ٿو,25/02/2023 8:35,Pakistan,1,
