User,Tweet,Time,Location,Label,Verdict,Sindhi
officialktnnews,سنڌ پوليس ماضي بہ ڏوھارين خلاف ڪامياب آپريشن ڪيا آھن عوام يقين رکي ڪچي مان بہ بھترين نتيجا ملندا آء جي سنڌ  ,2023-04-14 08:01:34+00:00,Karachi,1,True,The past schest pastures the record of the Prafe and Al-A better results in the Sindh
officialktnnews,سنڌ هاء ڪورٽ جي 6 ايڊيشنل ججز عهدن جو حلف کڻي ورتو سنڌ هاء ڪورٽ جي چيف جسٽس احمد علي شيخ ڇهن ئي ججز کي عهدن جو حلف کڻايو  ,2023-04-14 07:43:40+00:00,Karachi,1,True,Head of Sindh Bajar Clocation
officialktnnews,قبيلائي جھيڙن ٿيندڙ راڄوڻي فيصلن جا نتيجا مثبت ناھن نڪتا ڏوھارين خلاف قانوني ڪاروائي ضروري آھي آء جي سنڌ  ,2023-04-14 07:35:45+00:00,Karachi,1,True,The most part of the Asfires of the evidence of the pictionanism is aentative cap against Privately
officialktnnews,اسان منشيات پڪڙڻ کان وڌيڪ منشيات فروش پڪڙڻ تي زور ڏنو آھي آء جي سنڌ  ,2023-04-14 07:22:52+00:00,Karachi,1,True,We have emphasized more drug reserves from catching drugs
officialktnnews,ڪراچيبلوچ ڪالوني ايڊمن سوسائٽي اتفاقي گولي لڳڻ سبب سڪيورٽي گارد مارجي ويو پوليس مارجي ويل گارڊ جي سڃاڻپ اچار خان جي نالي سان ڪئي وئيلاش جناح اسپتال منتقل  ,2023-04-14 06:42:29+00:00,Karachi,1,True,Accessed police guarded intercourse ascourse
officialktnnews,ڪراچي سرجاني ٽائون رينجرز پوليس جي گڏيل ڪارروائي ڌاڙي اسٽريٽ ڪرائم جي وارداتن ملوث 2 جوابدار گرفتار  ,2023-04-14 06:35:29+00:00,Karachi,1,True,Karajan Rangers Police Police of Calli Runs Kitara Requirements Motivated 2 Response
officialktnnews,ڪراچي سرجاني ٽائون رينجرز پوليس جي گڏيل ڪارروائي ڌاڙي اسٽريٽ ڪرائم جي وارداتن ملوث 2 جوابدار گرفتار  ,2023-04-14 06:27:35+00:00,Karachi,1,True,Karajan Rangers Police Police of Calli Runs Kitara Requirements Motivated 2 Response
officialktnnews,گڏيل عرب امارتن پاران پاڪستان کي هڪ ارب ڊالر امداد ڏيڻ جي آء ايم ايف اڳيان تصديق اسٽيٽ بينڪ گڏيل عرب امارتن جي عملدارن سان گڏجي ڊپازٽ لاء دستاويز تيار ڪري رهي آهي اسحاق ڊار  ,2023-04-14 06:22:08+00:00,Karachi,1,True,The USA in the United Arabia of Pakistan to make Pakistan to make Pakistan to make the documents with a dwell of a generated Arabia
officialktnnews,شادي بابت سوال تي شاهنواز ڏاهاڻي چيو ته کيس يا گهر وارن اڃان ڪا ڇوڪري پسند نه ڪئي آهي پر گهر وارن چيو آهي ته شادي هڪ سال ٿيندي هن چيو ته پاڪستان شائنز ٽيم جي مصروفيتن سبب هن ڀيري عيد ملڪ کان ٻاهر ٿيندي جنهن سبب گهر جي ماني ڳوٺ وارن سان عيد ملڻ ملهائڻ کي مس ڪندس,2023-04-13 14:10:52+00:00,Karachi,1,True,"On asking ay married by the question said that the house, and family, he was still liked Pakistan but times due to Pakistan Holygenitan travum for PakistanI will miss celebrating the west"
officialktnnews,فلور ملز ايسوسيئيشن ڪراچي ڪڻڪ جي داخلا تي پابندي خلاف هڙتال جو چتاء,2023-04-13 12:12:15+00:00,Karachi,1,True,Floor Milles Association of Strike Strike Against Strike Again
officialktnnews,سپريم ڪورٽ پريڪٽس اينڊ پروسيجر ايڪٽ خلاف درخواستون صدر وزيراعظم بارڪنسلز کي نوٽيس جاري,2023-04-13 12:11:28+00:00,Karachi,1,True,Repapt against the Supreme Court's Final propoor acts on President Syspaper
officialktnnews,افغانستان مان جن ماڻهن کي واپس آندو ويو اهي دهشتگردي جـي وڌندڙ لهر جا ذميوار آهن خواجه آصف,2023-04-13 12:10:18+00:00,Karachi,1,True,From Afghanistan who were brought to people they are responsible for the growing waves
officialktnnews,اسپيڪر راجا پرويز اشرف قومي اسيمبليء جو ان ڪيمرا اجلاس سڀاڻي طلب ڪري ورتو,2023-04-13 12:09:37+00:00,Karachi,1,True,"Sixar FAhije Equation of Aspteclif, the Quran will Joham to forgivele proceam Save."
officialktnnews,ڪراچي پوليس اغوا ڄاڻايل نينگري ام حبيبه کي عدالت پيش ڪيو پنهنجي مرضيء سان پسند جو پرڻو ڪيو آهيڪنهن اغوا ناهي ڪيو نينگري جو عدالت بيان  ,2023-04-13 10:29:27+00:00,Karachi,1,True,Karapher Colan Country Almitthi's confessional Assignment The Court Holidation to Kangaroaded Nabbani Albadi has made your preferred
officialktnnews,مڪاني ادارن جي ملازمن کي عيد کان اڳ پگهارون جاري ڪرڻ لاء او زيد ٽي جي مد 3 ارب 49 ڪروڙ رپيا جاري  ,2023-04-13 09:40:26+00:00,Karachi,1,True,O-ZAVIENCE 3 Billion 4 billion to Appointment Employees Employment Employment
officialktnnews,دادو شهر جي شاهاڻي پاڙي مان عورت ساجده زال ناصر لنڊ جو گهر ڦاهو کاڌل لاش هٿ اطلاع تي اي سيڪشن پوليس واقعي واري هنڌ پهچي لاش تحويل وٺي اسپتال کڻائي وئي  ,2023-04-13 09:30:24+00:00,Karachi,1,True,DAASTAILY'S THE EACH CASH FAME FIRST CLASSED AT A LAITAL PASSIBLE WAS BALL NARDING HOLDING HOLD
officialktnnews,نئون ڪوٽ ڳوٺ حاجي سلطان ٽنگڙي مان نينگري مبينا طور اغوا نئون ڪوٽ هٿياربند 12ورهين جي نينگري نيلان ڪولهي کي مبينا طور اغوا ڪري ويا  ,2023-04-13 08:36:14+00:00,Karachi,1,True,New Coat Village of Nasty Purban Balani with tiny-tutalack is allegedly allegedly alleged 12 years old
officialktnnews,سکر اکين جو ماهر ڊاڪٽر خيراتي اسپتال مريضن جو معائنو ڪندي فوت هندو پنچائت جي خيراتي اسپتال ڊاڪٽر آچر داس چندواڻي دل جو دورو پوڻ سبب فوت ٿي ويو  ,2023-04-13 08:27:50+00:00,Karachi,1,True,Skull Ethist Erd Drug Hospital Hospital Hospital Hospitalian Hospital Hospital Hospitalian Hospitalian Hospitalian Hospitalian Hospital Hospitalian Hospitalian Delt Down Down Down Documon Dasham
officialktnnews,حيدرآباد پگھار نه ملڻ خلاف واسا جي ملازمن شھر پاڻي جي فراهمي بند ڪري ڇڏي شھر پاڻي جي بحران جو خدشو  ,2023-04-13 08:23:14+00:00,Karachi,1,True,A critain of Hy Hygia's Javen A Visual Employment Random Random Rosses by Created Cycle Crigitity
officialktnnews,سکرپ پ اڳواڻ اياز احمد مھر جي ڪراچي مان گمشدگي خلاف وارثن جو ٻٻرلوء باء پاس تي ڌرڻو  ,2023-04-13 08:23:04+00:00,Karachi,1,True,Pacel of Tharp Leads Leader Legs from Kilan
officialktnnews,ڪنري ويجهو نوجوان وڻ رسو ٻڌي مبينا طور ڦاهو کائي آپگھات ڪري ڇڏيو چيل بند 27 ورهين جي هرچند ڪولھي مبينا طور ڦاهو کائي آپگھات ڪيو  ,2023-04-13 06:01:59+00:00,Karachi,1,True,Collect near the young young thousand heavy to Hobly Bit Qualiped in the Childiboutu marlec
officialktnnews,عمرڪوٽ هاء اسڪول ون جي شاگردن تي زهريلي ماکي جو حملو 20 کان وڌيڪ شاگرد زخمي  ,2023-04-13 05:59:42+00:00,Karachi,1,True,Opinian honey attacks at age 20 students wounded 20 students injured
officialktnnews,آمريڪي قومي سلامتي واري صلاحڪار جي سعودي ولي عهد سان فون تي رابطو,2023-04-12 18:12:04+00:00,Karachi,1,True,Contact with the Saudi Wille Pledge with the US National Security Countery
officialktnnews,اضافي ٽيڪس لاڳو هئڻ سبب ملڪي صنعتون تباهه ٿي رهيون آهن چيف جسٽس عمر عطا بنديال,2023-04-12 18:11:23+00:00,Karachi,1,True,Involve additional taxes because of the official industries are destroying chief Jorti Iglian
officialktnnews,آزاد ڪشمير جي سپريم ڪورٽ سردار تنوير الياس جي نااهلي خلاف اپيل خارج ڪري ڇڏي,2023-04-12 18:10:42+00:00,Karachi,1,True,The Supreme Court of Free Kashmir's Super Court Inspection Against Alas
officialktnnews,ميٽرڪ بورڊ ڪراچي پاران امتحانن جي شيڊول جو اعلان ڪري ڇڏيو,2023-04-12 18:10:15+00:00,Karachi,1,True,Declare the exam schedule by the metrical board
officialktnnews,ڪراچي وڏو شهر آهي بهترين حڪمت عملي سبب هاڻ هن شهر ڪو به نوگو ايريا نه آهي آء جي سنڌ  ,2023-04-12 10:30:50+00:00,Karachi,1,True,KEEP LIVING CAILING CALLING CAN NO WORLD WORKING THIS CITY NO NUMBER ARAIN
officialktnnews,خيرپور ضلعي جي 12 غير حاضر رهندڙ گوسڙو استادن کي 17 اپريل تي پيش ٿيڻ جو حڪم ڊائريڪٽر اسڪول ايجوڪيشن پرائمري سکر ڊويزن ڊسٽرڪٽ ايجوڪيشن آفيسر پرائمري خيرپور کي خط لکي ڇڏيو  ,2023-04-12 09:43:28+00:00,Karachi,1,True,12 Undelisting Govis of Khairpur Director Director School Education School Education Directory Praction Division Division District Officer wrote a letter to Primary Kharekur
officialktnnews,پبلڪ اڪائونٽس ڪميٽي پاران پي ايس ايل جا حق غير قانوني طور نجي ٽي وي چينل کي ڏيڻ ملوث ماڻهن خلاف ڪارروائي جي هدايت  ,2023-04-12 09:30:47+00:00,Karachi,1,True,PSL's rights to PSL accounts committee to the course of the champion to the action of people involved
officialktnnews,عمران خان چيو ته بشرا بي بي سان شادي کانپوء اڳڪٿي هئي ته هوء وزيراعظم ٿيندو مفتي محمد سعيد خان  ,2023-04-12 08:32:11+00:00,Karachi,1,True,"Imran Khan was a defended after Married B bage, we'll be Prime Minister, I'm the PM to the religious life"
officialktnnews,عمران بشرا بي بي جو نڪاح غير قانوني آهي مفتي سعيد بيان رڪارڊ ڪرائي ڇڏيو  ,2023-04-12 08:13:10+00:00,Karachi,1,True,Imran Bashra Bb is illegal illegal Beneficiary Beneficiary statement recorded
officialktnnews,اسلام آباد وفاقي حڪومت پاران عيد کان اڳ سرڪاري ملازمن کي پگهار جاري ڪرڻ جو فيصلو  ,2023-04-12 07:35:03+00:00,Karachi,1,True,Islamabad government government reviews the decision to submit before desis
officialktnnews,اسلام ڪورٽ پوليس احتجاج ڪرڻ تي گرفتار ڪيل 39 ڳوٺاڻن کي مٺي جي عدالت پيش ڪري ڇڏيو مٺي جي عدالت احتجاج ڪرڻ تان گرفتار ڪيل سمورن ڳوٺاڻن جي ضمانت منظور ڪري ورتي  ,2023-04-12 07:26:55+00:00,Karachi,1,True,"Islam cull court registered given arrested with shocked Jown on Court, court has been substished by the batun town arrested by joining a rural arroketized dynical"
officialktnnews,ڪنري گهٽي مان گذرڻ کان روڪڻ تي ٻن ڌرين جهيڙو 5 ڄڻا زخمي  ,2023-04-12 07:23:16+00:00,Karachi,1,True,Two gyngling taken from passing from moving street
officialktnnews,منظور آباد مسجد اندر اعتڪاف ويٺلن تبليغي جماعت جي ماڻهن جهيڙو هڪ ڄڻو زخمي ڳوٺ فقير داد کوسو مسجد اندر اعتڪاف ويٺلن تبليغي جماعت جي آيل ماڻهن سان جهيڙو ٿيو  ,2023-04-12 06:29:47+00:00,Karachi,1,True,"Unpleo N. Peshala inquircumciling an injury-injurious violence of the violence cytelled with a violent trace-lanman, scribery surcephantiling anaginced eports penalitation of Mushil-Abbed Pakistani-Alamilian cupdition."
officialktnnews,اسلام ڪوٽ احتجاج ڪندڙن کي پوليس ڳالهين لاء گهرائي گرفتار ڪري ورتو ڪيس داخل مقامي ماڻهن کي نوڪريون نه ڏيڻ خلاف احتجاج ڪندڙ 39 ڄڻن کي ٿاڻي تي دوکي سان گهرائي گرفتار ڪري ڇڏيو  ,2023-04-12 06:24:47+00:00,Karachi,1,True,Alive A entrant for the politics in the truth has entertained the cresized number of the crucified theUUT quadoles
officialktnnews,اسلام ڪوٽ مقامي ماڻهن کي ٿرڪول خلاف احتجاج ڪندڙن کي پوليس ڳالهين لاء گهرائي گرفتار ڪري ورتو  ,2023-04-12 05:57:42+00:00,Karachi,1,True,"Islam arts its local people in the way of Musan to police - Police, in politics to police"
officialktnnews,گمبٽ مختيارڪار ايس ڊي ايم گمبٽ جي ڪارروائي کنڊ جو اسٽاڪ رکڻ تي ميڊيڪل سينٽر سيل  ,2023-04-11 10:32:14+00:00,Karachi,1,True,Medical Central Center cell on keeping the Labbot Sincebart SDM Labbot
officialktnnews,حيدرآباد سنڌ هاء ڪورٽ بزنس مين اقبال زيڊ خلاف نيب ريفرنس ختم ڪرڻ واري درخواست تي ٻڌڻي  ,2023-04-11 10:14:12+00:00,Karachi,1,True,"Hyderabad, HEB CABABLE BUSINESS MINISTER TO DELECTED REFERENCE AFTER REQUEST REQUEST"
officialktnnews,خيرپور شاهه عبداللطيف يونيورسٽي انتظاميا پاران شاگردن تي ڪيس داخل ٿيڻ خلاف جسقم جو ڌرڻو شاگردن تي بنا جواز ڪيس داخل ڪري ماحول خراب ڪرڻ جي ڪوشش ڪئي پئي وڃيامجد مهيسر اياز ڪورائي  ,2023-04-11 09:54:12+00:00,Karachi,1,True,Zamidel's e-holust is to try to create a cage for the SAVA Salame University's site to the case as a case
officialktnnews,اسلام آباد صدر عارف علوي سنڌ هاء ڪورٽ 6 ايڊيشنل ججز جي مقرري جي منظوري ڏئي ڇڏي  ,2023-04-11 09:44:21+00:00,Karachi,1,True,English President's government approved the appointment of 6 ac-appointed Jards
officialktnnews,عدالتن کان مٿانهين قتلن جي حق ناهيان گهوٽڪي جي رڳو هڪ ٿاڻي جي حد امن امان جو مسئلو آهي جنهن تي ضابطو آندو آهي آء جي دهشتگردي بدامني ڪو سردار ملوث هوندو ته ان خلاف ڪارروائي ڪئي ويندي آء جي سنڌ  ,2023-04-11 09:37:13+00:00,Karachi,1,True,"The right to killians are not followed as a Christian feedo terrorism terror, it, ikd there was malchatatic"
officialktnnews,وڏي وزير مراد علي شاهه جي صدارت هيٺ گمبٽ کي هيلٿ سٽي جو درجو ڏيڻ بابت اهم اجلاس اجلاس صحت واري وزير ڊاڪٽر عذرا پيچوهو ٻيا شريڪ گمس جي بهتر ڪارڪردگي سبب علاج لاء مريضن جي رش آهي وڏو وزير  ,2023-04-11 08:31:08+00:00,Karachi,1,True,The majority of Health Familitation is Formaters Printing HealthCitad's Ghosts Come to Galact Shah Chains
officialktnnews,خيرپور عدالتي حڪم تي عمل نه ٿيڻ خلاف ايس ايڇ او کي توهين عدالت جو نوٽيس خيرپور عدالت قتل ڪيس داخل نه ڪرڻ تي ايس ايڇ او کي پيش ٿيڻ جو حڪم ڏئي ڇڏيو  ,2023-04-11 07:46:58+00:00,Karachi,1,True,Before the Sulis Koner alsodeveloped to perform SHO against the Tusim Khoho Court order to enter a vapper code
officialktnnews,گهوٽڪي آء جي سنڌ غلام نبي ميمڻ هڪ ڏينهن جي دوري تي گهوٽڪي پهچي ويو گهوٽڪي آء جي سنڌ پوليس ڪچي ٺهندڙ 60 پوليس چوڪين جو جائزو وٺندو  ,2023-04-11 07:31:39+00:00,Karachi,1,True,Ghotki Guadon Id Wit Knowledge the Zawa Sadware Reached Wouskla Re arrived at a Ghotware IC Katkki 60pay checkouts
officialktnnews,نوشهروفيروز دهشتگردي ٽوڙ عدالت ايم پي اي معظم عباسي کي قتل ڪيس مان باعزت بري ڪري ڇڏيو  ,2023-04-11 07:17:13+00:00,Karachi,1,True,No. Regrection Terrorist Tamen Taqi Court of court Amazon Builden Employee Embel
officialktnnews,گم ٿيل ماڻهن کي بازياب ڪرائڻ وارو ڪيس سنڌ هاء ڪورٽ چيف سيڪريٽري آء جي سنڌ کي نوٽيس جاري ڪري ڇڏيا  ,2023-04-11 06:30:39+00:00,Karachi,1,True,Law deal Challanc case British Milder Chief Minister Court conservants of its own by Sindh
officialktnnews,نيوزيلينڊ جي ڪرڪيٽ ٽيم ٽي ٽوئنٽي ون ڊي سيريز کيڏڻ لاء پاڪستان پهچي وئي ڪيوي ٽيم 2 ڏينهن جي آرام بعد 13 اپريل تي پهريون ٽريننگ سيشن ڪندي  ,2023-04-11 05:45:58+00:00,Karachi,1,True,Pakistan's cricket team reaches Pakistan TWIN TWIN TEEN TWIN TEEN TAVI SINCE TO PLAY THE FIRST TRUE SESSIONS TO THE 13 DAYS
officialktnnews,مسلم ليگ جي سينيئر نائب صدر چيف آرگنائيزر مريم نواز ڪٽنب سميت سعودي عرب پهچي وئي  ,2023-04-11 05:23:17+00:00,Karachi,1,True,The Senami's senior of the Senami Fourn Fourn Fourn Farman of Chief Organizer Mammor Mammam arrived by Saudi Arabia
officialktnnews,سينيٽ ملڪ هڪ ئي وقت عام چونڊون ڪرائڻ وارو ٺهراء منظور ڪري ورتو  ,2023-04-10 09:07:53+00:00,Karachi,1,True,The Senate County approves normal choices in the same time
officialktnnews,ٽنڊوڄام سنڌ زرعي يونيورسٽي ٽيچرس ايسوسيئيشن پاران ڊاڪٽر اجمل ساوند جي قاتلن جي گرفتاري لاء مظاهرو  ,2023-04-10 08:48:55+00:00,Karachi,1,True,Tareder -ya same-un-Qurmuraraphy transmail transarly for the army of e-mail visitors with the argocratics of Africent by Tinitiuscy
officialktnnews,سنڌ هاء ڪورٽ ڊفينس ڪنٽونمينٽ بورڊ ڪلفٽن جي رهواسين کي پاڻي فراهم ڪرڻ جو حڪم ڏئي ڇڏيو  ,2023-04-10 08:34:48+00:00,Karachi,1,True,The High Court of Doufnum Donus Close Board of Watercaps Clocate's residents to provide water
officialktnnews,دنيا جا امير ترين ماڻهو جيڪڏهن غريب هوندا ته ڪيئن هوندا مصنوعي ذهانت جون تصويرون وائرل  ,2023-04-10 08:03:21+00:00,Karachi,1,True,The richest people of the world if there will be poor how the images of artificial intelligence
officialktnnews,ڊبلن ايئرپورٽ پرواز جي غير متوازن لينڊنگ سبب هڪ رن وي بند ڪيو ويو  ,2023-04-10 07:48:14+00:00,Karachi,1,True,Doublen Airport of Airport Flight Closed Closed Closed
officialktnnews,تنگواڻي ڳوٺ محمد حيات کوسو نافرمان پٽ پنهنجي پيء کي گهران ڪڍي ڇڏيو  ,2023-04-10 06:51:34+00:00,Karachi,1,True,"Jakhellahs, Khalieha Mohammad adosed you made covered his father"
officialktnnews,تنگواڻي پروفيسر ڊاڪٽر اجمل ساوند جي قاتلن جي گرفتاري لاء احتجاجي ريلي ڌرڻو  ,2023-04-10 06:46:31+00:00,Karachi,1,True,Tangual professional profiling recipe to arrest for the malfunction of the doctor
officialktnnews,سنڌ هائيڪورٽ گم ٿيل ماڻهن جي بازيابي بابت درخواستن تي ٻڌڻي گم ٿيل هڪ نوجوان جي امڙ عدالت زارو قطار روئڻ لڳي نوجوان جي امڙ چيو ته ڪمائڻ واري پٽ کي به کنڀي گم ڪيو ويو آهي  ,2023-04-10 06:31:49+00:00,Karachi,1,True,Bissed in the concentration of the requests of Hessert Hemored people rowing the young of the young man was almost lost the young person
officialktnnews,10 اپريل سدائين پاڪستان لاء تاريخي ڏينهن رهيو آهي پرڏيهي وزير بلاول ڀٽو زرداري  ,2023-04-10 06:24:34+00:00,Karachi,1,True,10 April Always have histrician day for Pakistan to Pakistan
officialktnnews,گم ٿيل ماڻهن جي بازيابي نه ٿيڻ جي صورت جاچ آفيسر کي جيل موڪلڻ جو چتاء  ,2023-04-10 06:12:47+00:00,Karachi,1,True,The feminine people to not receive the form of the testing officer
officialktnnews,سنڌ جي جيلن قيد 208 افغانين کي آزاد ڪيو ويو افغان پرڏيهي وزارت جي نائب ترجمان حافظ ضياء احمد پنهنجي ٽوئيٽر هينڊل تي جاري ڪيل پيغام چيو ته اسلام آباد افغان سفارتخاني ڪراچي افغان قونصليٽ جي ڪوششن سان پاڪستان جي صوبي سنڌ جي جيلن قيد 208 افغانين کي آزاد ڪيو ويو آهي,2023-04-08 11:56:16+00:00,Karachi,1,True,"Reached the message of Sindh by Kitvero Custain agency in Kithana, Islamian evacuher resistance against Afghanistan to AfghanistanHave done"
officialktnnews,وزيراعظم هائوس اسلام آباد داخل ٿيل شڪي شخص گرفتار وڊيو ڏسندا  ,2023-04-08 09:37:39+00:00,Karachi,1,True,PM Households in Abdullah see the suspect person arrested video
officialktnnews,عمرڪوٽ پروفيسر ڊاڪٽر اجمل ساوند جي قتل خلاف احتجاجي مظاهرو نعريبازي اجمل ساوند جو قتل سنڌ جي اجتماعي شعور جو قتل آهي جوابدارن کي گرفتار ڪيو وڃي مظاهرين  ,2023-04-08 09:21:58+00:00,Karachi,1,True,The murbility of a Muslim profiture is murbius communications is slave the companies against the agency causic murbio is disbute to arrangements
officialktnnews,اسلام آباد وزير اعظم هائوس داخل ٿيل شڪي شخص سيڪيورٽي هٿان گرفتار سي ٽي ڊي شڪي شخص کي اڻ ڄاتل هنڌ تي منتقل ڪري ڇڏيوجوابدار پاڻ کي افغانستان جو شهري ٻڌائي ٿو ذريعا  ,2023-04-08 09:16:42+00:00,Karachi,1,True,Islamabadid Ali Shipment Synkeeper Resources Autumnish Personal Hitts Circan CTD is arabish creeclish affection of Afghan position
officialktnnews,صدر پارليامينٽ کي قانون سازي نه سيکاري شيري رحمان  ,2023-04-08 08:58:42+00:00,Karachi,1,True,The President PARLament does not guard the law
officialktnnews,رويت هلال ڪائونسل عيد الفطر جي چنڊ جي تاريخ ٻڌائي ڇڏي  ,2023-04-08 08:13:54+00:00,Karachi,1,True,ROVER RETURN COUNT COUNT PICK AUTHER MAJE
officialktnnews,ڪراچي سائيٽ سپر هاء وي پوليس جي جنجال ڳوٺ ڪارروائي ٽن نوجوانن تي تشدد ڪندڙ کان 6 وڌيڪ جوابدار گرفتار جوابدارن گذريل ڏينهن ٽن نوجوانن کي ڦورو ڄاڻائي تشدد جو نشانو بڻائي مرڻينگ ڪري ڇڏيو هو  ,2023-04-08 07:40:41+00:00,Karachi,1,True,"Karaad sites Aggress Makh Foreign, Pakistan, had to make the two jolts from Lunderment of three tagner"
officialktnnews,ڪراچي بولٽن مارڪيٽ ڀرسان گهڻ ماڙ عمارت جي ڏهين ماڙ باهه لڳي وئي هڪ ڄڻو فوت 3 ڄڻا بيهوشي واري حالت اسپتال منتقل  ,2023-04-08 07:33:14+00:00,Karachi,1,True,The multi-murdered murdered around Burnton Market gets the meat fence
officialktnnews,دادو ام رباب چانڊيو جي ٽن گهر ڀاتين جي قتل ڪيس جي ٻڌڻي بنا ڪارروائي جي 15 اپريل تائين ملتوي  ,2023-04-08 07:20:20+00:00,Karachi,1,True,Dadu amazing of the Khoojabebud's Khoobiabud's Murder Case of Case of Case of Case
officialktnnews,ڪراچي جي احتساب عدالت ڊاڪٽر عاصم جي بريت واري درخواست رد ڪري ڇڏي  ,2023-04-08 07:16:36+00:00,Karachi,1,True,The account of Karachi Court refused doctor decades
