User,Tweet,Time,Location,Label,Label_name
PakStartup,Pakistan State Oil PSO the largest oil marketing firm in Pakistan is reportedly conducting due diligence on the Pakistani operations of a Norwegian telecommunications operator Telenor,28/02/2023 13:10,Pakistan,1,
PakStartup,Tapal Trolls India During PSL Strategic Time Out on Fantastic Tea Anniversary,28/02/2023 12:50,Pakistan,1,
PakStartup,The Deutsche Cricket Board DCB has appointed former Pakistan cricketer AtiquzZaman as the head coach of their mens international team In a statement released by DCB the board welcomed the former cricketer and was excited to benefit from his coaching experience,28/02/2023 12:30,Pakistan,1,
PakStartup,According to sources Sindh Revenue Minister Makhdoom MehboobulZaman gave his PA Saif Shah a necklace of dollars and a gold crown,28/02/2023 11:50,Pakistan,1,
PakStartup,Up to 90 per cent of applications of UAE jobseekers are rejected in the first stage and dont reach even the hiring manager due to various factors but mainly due to CVs being not properly framed by the candidates,28/02/2023 11:30,Pakistan,1,
PakStartup,A Pakistani couple has made headlines as they make entry on donkey cart as fuel prices rise to record high,28/02/2023 11:10,Pakistan,1,
PakStartup,A baby boy was born in Yemen with one eye in a very rare world case media reported,28/02/2023 10:50,Pakistan,1,
PakStartup,The bottom line of Gul Ahmed Textile Mills Limited PSX GATM shrank by 4160 YoY to Rs217 billion EPS Rs353 in 1HFY23 compared to Rs472bn in the same period last year,28/02/2023 10:30,Pakistan,1,
PakStartup,A restaurant in Sharjah has been offering free meals to the poor for eight years and now it provides free meals to people who are on a visit visa as well,28/02/2023 9:30,Pakistan,1,
PakStartup,Lahore Qalandars Tops HBL PSL 8 Points Table After Beating Islamabad United,28/02/2023 9:10,Pakistan,1,
PakStartup,the leading online pharmacy has once again impressed the audience with its innovative and humorous marketing strategy The popular health and wellness startup has just put up a hilarious billboard that takes a witty dig at its competitor Ehad pharmac,28/02/2023 8:50,Pakistan,1,
PakStartup,Fans of Turkish football club Besiktas showered thousands of plush toys onto the playing field during their match against Fraport TAV Antalyaspor in a gesture of support for children affected by the earthquake that killed over 50000 people in Turkey and Syria,28/02/2023 8:10,Pakistan,1,
PakStartup,JamaateIslami chief Sirajul Haq says he has a list of 18 Pakistanis holding Rs4000 billion USD 1552b in their bank accounts with the list including politicians and armed forces officers,28/02/2023 7:50,Pakistan,1,
PakStartup,DHL Pakistan an international logistic company has announced to scale down its operations in the South Asian country after authorities have imposed restrictions on outward remittances for foreign companies operating in the country,28/02/2023 7:30,Pakistan,1,
PakStartup,According to the data released by the State Bank in January consumers made purchases of 87 billion rupees through credit cards which is 335 more than January last year,28/02/2023 7:10,Pakistan,1,
PakStartup,World Cup champion Lionel Messi was named best mens soccer player in 2022 by FIFA during a ceremony held in Paris on Monday,27/02/2023 19:10,Pakistan,1,
PakStartup,The President of Pakistan Dr Arif Alvi presented Ismail Shah the CEO of Eziline Software House Pvt Ltd with the Best Services Award in the IT industry Shah received the honour in appreciation of his exceptional contribution to Pakistans IT industry,27/02/2023 17:00,Pakistan,1,
PakStartup,Habib Metropolitan Bank PSX HMB has wrapped the year 2022 on a positive note as the bank has made profits of Rs1492 billion around 8 YoY higher than the figures reported in CY21 the banks filing on PSX showed today,27/02/2023 16:40,Pakistan,1,
PakStartup,Astronomers have identified what appear to be six massive galaxies from the infancy of the universe The objects are so massive that if confirmed they could change how we think of the origins of galaxies,27/02/2023 16:20,Pakistan,1,
PakStartup,Resilience inspiration innovation investment growth and sustainability are the themes of the anniversary year for Arthur Lawrence The company marked twenty years of providing management and technology consulting talent acquisition and business process management solutions,27/02/2023 16:00,Pakistan,1,
PakStartup,RT PakStartup A press release issued by the governmentrun Pakistan Medical and Dental Council PMampDC on February 10 confirmed that medi,27/02/2023 15:44,Pakistan,1,
PakStartup,Lahore Qalandars Set 201 Runs Target for Islamabad United,27/02/2023 15:40,Pakistan,1,
PakStartup,A press release issued by the governmentrun Pakistan Medical and Dental Council PMampDC on February 10 confirmed that medical graduates are no longer required to sit for the National Licensing Examination NLE,27/02/2023 15:22,Pakistan,1,
PakStartup,Bank Alfalah makes a historic move on its 25th anniversary Raises retirement age to 65 and minimum salary to PKR 40000,27/02/2023 14:50,Pakistan,1,
PakStartup,A 56 magnitude earthquake struck eastern Turkiye on Monday leaving one dead and injuring over five dozen people while flattening several buildings damaged in Feb 6s deadly quake,27/02/2023 14:10,Pakistan,1,
PakStartup,The Interior Ministry has granted Pakistani citizenship to 214 foreigners including 159 Indians during the last five years over multiple reasons including marriage family relationships among others,27/02/2023 13:50,Pakistan,1,
PakStartup,Hamad Abdulaziz a football enthusiast from Qatar has been recognised as the holder of a unique world record for most matches attended at a single football FIFA World Cup by an individual after attending 44 of the 64 games during the Qatar World Cup 2022,27/02/2023 13:40,Pakistan,1,
PakStartup,Lahore Qalandar Won the Toss and Elected to Bat First Against Islamabad United,27/02/2023 13:10,Pakistan,1,
PakStartup,The final match of Spains home bilateral series against the Isle of Man at la Manga saw records tumble as the Isle of Man were bowled out for just 10 runs with the hosts completing the chase in just two legitimate deliveries,27/02/2023 12:50,Pakistan,1,
PakStartup,Credit card for freelancers launched with Monthly Limit of upto 5000 Per Month and 30000 per annum,27/02/2023 12:10,Pakistan,1,
PakStartup,Italys Ambassador to Pakistan Andreas Ferries has revealed that his country had granted visas to more than 15000 Pakistanis last year and this year they will issue visas to more Pakistanis,27/02/2023 11:50,Pakistan,1,
PakStartup,In a startling revelation Defence Minister Khawaja Mohammad Asif has claimed that a Pakistani bureaucrats daughter received Rs 720 million USD 28m at her wedding in salaamithe tradition of parents relatives and guests gifting money to the bride and groom,27/02/2023 11:18,Pakistan,1,
PakStartup,onboards UBL funds as a partner for RIZQ a revolutionary financial wellness app designed to empower salaried professionals and freelancers,27/02/2023 10:50,Pakistan,1,
PakStartup,Three Dubai properties have been ranked among the worlds 25 most expensive properties sold globally last year All three villas were located on the prestigious Palm Jumeirah which has been the biggest attraction for foreign buyers for highend property purchases,27/02/2023 10:10,Pakistan,1,
PakStartup,Lahore Qalandars Gifted a plot for batter Fakhar Zaman who gave outstanding performances against Peshawar Zalmi in HBL PSL 8,27/02/2023 9:30,Pakistan,1,
PakStartup,Finance Minister Ishaq Dar has greenlighted four housing projects for overseas Pakistanis directing the Capital Development Authority CDA for early execution of the projects,27/02/2023 9:05,Pakistan,1,
PakStartup,A Chinese company on Sunday gifted sports shoes worth Rs38 million to help victims of last years catastrophic floods in Pakistan sources reported,27/02/2023 8:23,Pakistan,1,
PakStartup,Pakistan is marking the 4th anniversary of Operation Swift Retort popularly known as Surprise day in the country when countrys armed forces gave a befitting response to Indian misadventures the InterServices Public Relations ISPR said on Monday,27/02/2023 7:13,Pakistan,1,
PakStartup,Australia has won a sixth Womens T20 World Cup title after defeating South Africa by 19 runs at Newlands on Sunday with an unbeaten halfcentury from Player of the Match Beth Mooney ensuring the defending champions secured a coveted threepeat,26/02/2023 16:40,Pakistan,1,
PakStartup,Canadas renowned Rideau Canal Skateway the worlds largest natural ice skating rink will not open this season for the first time due to a lack of ice its operator said on Friday blaming the closure on climate change,26/02/2023 16:20,Pakistan,1,
PakStartup,The weekly inflation measured by Sensitive price Indicator SPI witnessed an increase of 278 per cent to jump to 4154pc on a yearonyear basis for the week ended on Feb 23 rising from 3842pc in the previous week,26/02/2023 16:02,Pakistan,1,
PakStartup,Lahore Qalandars Hits the Highest Total 241 Runs of HBL PSL 8,26/02/2023 15:52,Pakistan,1,
PakStartup,Fakhar Zaman Smashes Brilliant Innings 96 Runs in 45 Balls,26/02/2023 15:40,Pakistan,1,
PakStartup,Mumbai amp Delhi Declared The Worst Cities For Creative Folks According To A Latest Study,26/02/2023 15:10,Pakistan,1,
PakStartup,Italy Business didnt dry up but some of Venices famous gondoliers have had to limit their movements in recent weeks after water levels in some of the Italian citys smaller canals dropped because of unusually low tides,26/02/2023 14:59,Pakistan,1,
PakStartup,Pakistani singer Kaifi Khalil has thanked his fans for their support and love after his hit single Kahani Suno 20 became one of the Top 10 most watched global music videos kaifi_khalil,26/02/2023 14:40,Pakistan,1,
PakStartup,Just like in the World Cup final Paris SaintGermain teammates Lionel Messi and Kylian Mbappe go up against one another for The Best FIFA Mens Player prize for 2022 on Monday with Ballon dOr Karim Benzema the other contender,26/02/2023 14:36,Pakistan,1,
PakStartup,Senior journalist and anchorperson Imran Riaz Khan was barred from attending a match of Pakistan Super League PSL in Lahore for wearing mask of slain journalist Arshad Sharif ImranRiazKhan,26/02/2023 14:20,Pakistan,1,
PakStartup,Dubais hospitality industry staged a strong rebound in 2022 as average occupancy rates climbed to 73 per cent due to tourist influx after the revival of travel and opening of international borders latest data shows,26/02/2023 14:05,Pakistan,1,
PakStartup,Lahore Qalandars Won the Toss amp Elected to Bat First,26/02/2023 13:40,Pakistan,1,
PakStartup,Former prime minister Imran Khan on Sunday said Shaukat Khanum Cancer Hospital in Karachi will be inaugurated by the end of 2023 sources reported,26/02/2023 13:18,Pakistan,1,
PakStartup,What a beautiful and prosperous day it is for Pakistan to witness our very own Golden Circle Advertising on becoming highest awardwinning independent agency across the South Asia region at the Campaign Agency of the Year 2022 and winning four prestigious awards for Pakistan,26/02/2023 13:00,Pakistan,1,
PakStartup,Dubai has doubled the number of international overnight visitors it welcomed in 2022 compared to the previous year The emirate received 1436 million visitors in 2022 growing 97 per cent year on year from the 728 million tourist arrivals in 2021,26/02/2023 12:39,Pakistan,1,
PakStartup,Karachi Kings Beats Multan Sultans in HBL PSL 8 Clash,26/02/2023 12:00,Pakistan,1,
PakStartup,The Lahore High Court Bar Association LHCBA on Saturday made history by electing a woman secretary for the first time since its inception way back in 1893,26/02/2023 11:40,Pakistan,1,
PakStartup,Some Chinese provinces are giving young newlyweds 30 days of paid leave in the hope of encouraging marriage and boosting a flagging birth rate the Communist Party mouthpiece Peoples Daily Health said on Tuesday,26/02/2023 10:54,Pakistan,1,
PakStartup,Karachi Kings Set Target of 168 Runs for Multan Sultans,26/02/2023 10:40,Pakistan,1,
PakStartup,A 21truck convoy carrying 275ton relief assistance goods from Pakistan arrived at Malatya in Turkiye one of the worst hit cities by the earthquake Saturday afternoon,26/02/2023 10:20,Pakistan,1,
PakStartup,Women University Swabi has waived the age limit for students aiming to enrol in the varsity announcing that henceforth there would be no age restrictions on women seeking enrolment in any department of the educational institution,26/02/2023 10:07,Pakistan,1,
PakStartup,Just when everyone thought there was no way out of the miserable traffic situation in Karachi a new brand emerged out of the blue that sent out an important message to Karachis traffic police through its witty and ironic billboards Take a look at Plentyspk,26/02/2023 9:20,Pakistan,1,
PakStartup,The interim Punjab government has decided not to issue funds for the security of matches of eighth edition of the Pakistan Super League PSL8,26/02/2023 8:55,Pakistan,1,
PakStartup,Spotify Pakistans regionbased breakdown has revealed that Sukkur is the place where BTS has the most fans Three BTS songs Yet To Come Dreamers and Dynamite are among the top five favorite tracks,26/02/2023 8:31,Pakistan,1,
PakStartup,Multan Sultans Won the Toss and Elected to Bowl First Against Karachi Kings,26/02/2023 8:10,Pakistan,1,
PakStartup,According to the announcement of the Supreme Court the number of pending cases in the Supreme Court decreased to 52450 before that the number of pending cases was 54735,26/02/2023 7:50,Pakistan,1,
PakStartup,Eight cameras worth millions of rupees have been stolen from Gaddafi Stadium Lahore and a fiber cable laid around the stadium has also been stolen,26/02/2023 7:20,Pakistan,1,
PakStartup,Foreign Minister and Pakistan Peoples Party Chairman Bilawal Bhutto Zardari has announced an immediate increase of 25 in the amount of the Benazir Income Support Programme BISP stipend,26/02/2023 6:08,Pakistan,1,
PakStartup,Nick has the worlds longest tongue male measuring 101 cm 397 in Its so long that it can hold five ring doughnuts,25/02/2023 18:10,Pakistan,1,
PakStartup,Alauda Aeronautics a pioneering Australian startup has revealed the Airspeeder Mk4 a race car that takes off and lands vertically VTOL,25/02/2023 17:50,Pakistan,1,
PakStartup,In Weak Companies Politics Win In Strong Companies Best Ideas Win Steve Jobs,25/02/2023 17:30,Pakistan,1,
PakStartup,Ambassador of Italy to Pakistan Andreas Ferrarese has said that the bilateral trade volume between Italy and Pakistan has grown exponentially to 2 billion in 2022 and Pakistans exports are more than imports in Italy,25/02/2023 17:10,Pakistan,1,
PakStartup,CocaCola has partnered with Bondh E Shams to deploy a solarpowered water filtration system that generates 10000 litres of clean water every day,25/02/2023 16:50,Pakistan,1,
PakStartup,Azam Khan said I didnt eat anything before the game so had dinner at the ground,25/02/2023 16:30,Pakistan,1,
PakStartup,A German artist develops a modern realitybased virtual library at Goethe institute Karachi sources reported,25/02/2023 15:50,Pakistan,1,
PakStartup,The federal government has planned to send around one million skilled citizens abroad for employment by August this year,25/02/2023 15:10,Pakistan,1,
PakStartup,Be a human before a brand Rameez Rajas response to Shoaib Akhtars criticism,25/02/2023 14:50,Pakistan,1,
PakStartup,Prime Minister Shehbaz Sharif has issued directives to the CDA and the Islamabad chief commissioner to immediately launch two mega residential projects of international standards for overseas Pakistanis in Islamabad to bring investment and stimulate economic activities,25/02/2023 14:30,Pakistan,1,
PakStartup,Pakistani girls education activist Malala Yousafzai appeared in an interview at Cable News Network CNN with Julia Chatterley where she discussed the 25 million donation made to Malala Education Fund by Airbnb cofounder Joe Gebbia,25/02/2023 14:10,Pakistan,1,
PakStartup,Price of Gold Leaf Cigarette Pack Likely to Cross Rs 800 in Pakistan,25/02/2023 13:50,Pakistan,1,
PakStartup,Turkey has stepped up plans to rebuild homes for victims of the devastating earthquakes that struck its border region with Syria this month as an estimated 15 million people were left homeless,25/02/2023 13:37,Pakistan,1,
PakStartup,Gaddafi Stadium Lahore Ready to Host PSL 8 Matches,25/02/2023 12:55,Pakistan,1,
PakStartup,Bollywood s AntiPakistani Movie Shows Worlds one of the Most Beautiful Capital Islamabad as a Desert,25/02/2023 12:30,Pakistan,1,
PakStartup,Meezan Bank Beats HBL to Become Most Profitable Bank of Pakistan Now HBL is the third most profitable bank in Pakistan in 2022 behind MCB Bank PAT of Rs 345 billion and Meezan Bank PAT of Rs 451 billion,25/02/2023 11:00,Pakistan,1,
PakStartup,Turkish officials have started rebuilding residential places after catastrophic earthquakes as the combined death toll in Turkiye and Syria crossed 50000,25/02/2023 9:50,Pakistan,1,
PakStartup,Federal Minister Maulana Asad has returned the bomb proof vehicle after the Prime Ministers Austerity campaign,25/02/2023 9:05,Pakistan,1,
PakStartup,Commissioner Karachi has ordered all malls and markets in the countrys financial capital to close by 830 pm under the federal governments energy conservation plan in crisishit Pakistan,25/02/2023 8:48,Pakistan,1,
PakStartup,Commissioner Karachi has directed strict measures to close wedding halls and restaurants by 10 pm as global energy prices soared putting further pressure on Pakistans dwindling finances,25/02/2023 8:35,Pakistan,1,
PakStartup,According to official sources Habib Bank Limited HBL plans to discontinue its banking and financial services operations in the Sultanate of Oman The host nations financial regulator has given the bank its approval in this regard,25/02/2023 7:40,Pakistan,1,
PakStartup,Former Pakistan skipper Shahid Afridi showered praise on Islamabad Uniteds Azam Khan after his sensational knock against Quetta Gladiators in the ongoing eighth edition of the Pakistan Super League PSL on Friday Azam smashed 97 runs in 42 balls,25/02/2023 6:30,Pakistan,1,
PakStartup,The inside of an aeroplane in the 1930s,25/02/2023 5:30,Pakistan,1,
PakStartup,An Indian businessmanEntrepreneur has converted an expensive RollsRoyce car worth crores of rupees into an ordinary taxi,24/02/2023 18:40,Pakistan,1,
PakStartup,HBL today declared a consolidated profit before tax of Rs 77 billion for the year ended December 31 2022 an increase of 24 over last year Along with the results the Bank declared a final dividend of Rs 150 per share taking total payout for 2022 to Rs 675 per share,24/02/2023 17:45,Pakistan,1,
PakStartup,The Dubai Metro has made it to the Guinness Book of World Records as the longest driverless metro network in the world spanning 74695 kilometers officials announced on Tuesday,24/02/2023 17:30,Pakistan,1,
PakStartup,Pakistan Tobacco Company Limited the largest cigarette manufacturer in Pakistan announced its financial results as of December 31st 2022 The firm shared a PAT profit after tax of Rs 213 billion up 135 from Rs 188 billion in CY21,24/02/2023 16:30,Pakistan,1,
PakStartup,Hondas reportedly working on a new safety feature for its motorcycles A crash detection system is being developed by the brand that will have the ability to call for emergency services and is purported to be more advanced and smarter than existing systems,24/02/2023 16:06,Pakistan,1,
PakStartup,Pakistan received 700 million dollars from China According to the sources the foreign exchange reserves of Pakistan have reached close to 4 billion dollars due to the recovery of the money,24/02/2023 15:50,Pakistan,1,
PakStartup,A robust trade relationship between the United States and Pakistan is more important than ever to bolster Pakistans economic stability as it recovers from devastating floods,24/02/2023 15:30,Pakistan,1,
PakStartup,Phones PTA Approval Fees Available in Installments with 0 Markup Read More,24/02/2023 15:10,Pakistan,1,
PakStartup,Rahat Fateh Ali Khan and Atif Aslam receive about 70000 ie Rs 196 Crore for one concert in the United States says Naeem Abbas Rufi,24/02/2023 14:50,Pakistan,1,
PakStartup,Pakistan and Uzbekistan Friday signed 1 billion trade agreement at InterGovernmental Commission IGC to increase bilateral trade between the two countries,24/02/2023 14:30,Pakistan,1,
PakStartup,The government has decided to give special concessions to those who bring dollars According to report the proposed Hajj policy has come out of 2023 Govt to Allocate 25 of the government Hajj scheme to depositors of Dollars,24/02/2023 14:10,Pakistan,1,
PakStartup,Noted Baloch singer Wasu Khan famous for his unique style of singing passed away after a prolonged illness family sources confirmed,24/02/2023 13:50,Pakistan,1,
PakStartup,The defense minister said that the whole of Pakistan should listen to the monthly salary of a member of the National Assembly is one lakh 68 thousand rupees We do not take crores and billions of rupees come,24/02/2023 13:32,Pakistan,1,
PakStartup,Islamabad United Won the Toss and Elected to Bat First Against Quetta Gladiators,24/02/2023 13:20,Pakistan,1,
PakStartup,Sazgar Engineering Works Limited PSX SAZEW a leading automotive company in Pakistan has decided to temporarily shut down its Four Wheeler Plant starting from February 27 2023 until March 04 2023 the company filing on PSX showed today,24/02/2023 12:40,Pakistan,1,
PakStartup,A rescue team from Pakistan witnessed a warming gesture by people of Turkiye before leaving for the homeland after wrapping up their operations to help victims of the devastating earthquake,24/02/2023 12:20,Pakistan,1,
PakStartup,A Green Line bus in Karachi was damaged on Friday after it crashed into a footpath in order to save a child that had wandered on its track,24/02/2023 12:00,Pakistan,1,
PakStartup,PSL franchises have refused to foot the PKR450 million bill demanded by the provincial government PCB is still negotiating the matter with the provincial government and is expected to reach a decision by today evening,24/02/2023 11:40,Pakistan,1,
PakStartup,Shoaib Akhtar took so many injections that he cant walk now Shahid Afridi,24/02/2023 11:20,Pakistan,1,
PakStartup,has recently undergone a major update bringing with it a brand new interface and several new features designed to make it even easier for users to manage their health,24/02/2023 11:00,Pakistan,1,
PakStartup,The Capital Development Authority has renamed Farash Town Apartments project initiated under the vision of former Prime Minister Imran Khan for low and middle income groups and is going to sell these apartments to wealthy overseas Pakistanis to earn foreign remittances,24/02/2023 10:20,Pakistan,1,
PakStartup,Rizwan Siddiqi PE President and CEO of EBA Engineering Inc EBA has received the American Council of Engineering CompaniesMaryland ACECMD 2023 Community Service Award Siddiqi accepted the award at a banquet held at Baltimores historic GarrettJacobs Mansion,24/02/2023 10:00,Pakistan,1,
PakStartup,Takaful Bazaar an upcoming leading Takaful digital platform announced their collaboration with the captain of the Pakistan cricket team Babar Azam This promising development was celebrated at an exclusive event at Pearl Continental Karachi,24/02/2023 9:40,Pakistan,1,
PakStartup,British companies trialling a fourday working week have mostly decided to stick with it after a sixmonth pilot in what campaigners for better worklife balance view as a breakthrough,24/02/2023 9:15,Pakistan,1,
PakStartup,Faysal Bank Limited FBL announced its financial results for the fiscal year ended December 2022 FY22 to the Pakistan Stock Exchange PSX on Thursday The bank posted a net profit of Rs 114 billion an increase of 37 compared to last year,24/02/2023 8:50,Pakistan,1,
PakStartup,Omans Civil Aviation Authority CAA on Thursday opened its airspace for all civilian airlines a move that will enable Israeli carriers to use the SaudiOman corridor that will shorten the flight route to some Asian destinations,24/02/2023 8:00,Pakistan,1,
PakStartup,Remaining Matches of HBL PSL 8 Likely to Shift From Pindi Lahore to Karachi,24/02/2023 7:40,Pakistan,1,
PakStartup,Punjab Govt Demanded Rs 500 Million to Hold Remaining Matches of HBL PSL 8 in Rawalpindi amp Lahore,24/02/2023 7:20,Pakistan,1,
PakStartup,UBL reports record Rs32 billion profit in 2022 United Bank Limited UBL on Wednesday reported 45 percent increase in its fullyear net profit on higher interest revenue and foreign exchange income that soared by over 100 perc,24/02/2023 7:00,Pakistan,1,
PakStartup,US President Joe Biden has named IndianAmerican businessman Ajay Banga as the US pick to lead the World Bank,23/02/2023 17:20,Pakistan,1,
PakStartup,Primarily driven by new project launches Emaars group property sales in 2022 reached 351 billion dirhams 95 billion Emaar Properties reported,23/02/2023 17:00,Pakistan,1,
PakStartup,Lahore Qalandars captain Shaheen Afridi gifted his plot ti his qalandar teammate Jalat Khan which he got for his brilliant performance against Quetta Gladiators,23/02/2023 16:40,Pakistan,1,
PakStartup,Burj Khalifa has the longest single running elevator which is 140 floors Elevator speed is 10 meters per second making the elevators among the fastest in the world The Burj Khalifa elevator time to reach the observation deck on the 124th floor is only one minute,23/02/2023 16:20,Pakistan,1,
PakStartup,Woman accidentally breaks Rs 11 Crore balloon dog sculpture in Art Fair,23/02/2023 16:00,Pakistan,1,
PakStartup,Prime Minister PM Shehbaz Sharif on Thursday announced that the federal government would distribute 100000 laptops among top achiever youths across the country purely on merit sources reported,23/02/2023 15:37,Pakistan,1,
PakStartup,Peshawar Zalmi Set Target of 157 Runs for Islamabad United,23/02/2023 15:20,Pakistan,1,
PakStartup,PhebyHaroon amp RasikhIsmailKhan of PHSolutionsPK joins hands with SeedVenturesOrg to create an impactdriven narrative specialist company ImpactDashboard ID,23/02/2023 15:00,Pakistan,1,
PakStartup,11 languages speaking robots have been deployed at Kasoh Factory in Makkah Robot King Abdul Aziz Complex for Ghulalab Kaaba welcomes visitors to the Kabah and introduces the factory,23/02/2023 14:40,Pakistan,1,
PakStartup,In an exciting development for womens sports in Pakistan the 34th National Games scheduled to be held in Quetta from May 15 to 23 will include womens cricket as one of three exhibition sports,23/02/2023 14:20,Pakistan,1,
PakStartup,AlNassr superstar Cristiano Ronaldo wore the national dress and wielded the sword at the Mrsool Park on Wednesday as part of the Saudi Arabia founding day celebrations,23/02/2023 14:00,Pakistan,1,
PakStartup,New study by Scrap Car Comparison has revealed that Suzuki Peugeot and MINI drivers are most likely to have the highest levels of intelligence in the world while the reverse is true for Land Rover BMW and Fiat,23/02/2023 13:40,Pakistan,1,
PakStartup,Islamabad United Won the Toss and Chose to Bowl First Against Peshawar Zalmi,23/02/2023 13:00,Pakistan,1,
PakStartup,The Khyber Teaching Hospital KTH in Peshawar now has Pakistans first 15 Tesla Helium Free MRI machine The topoftheline Philips Ingenia Ambition model is revolutionary for both the hospital and Pakistans healthcare sector,23/02/2023 12:40,Pakistan,1,
PakStartup,The financial crisis in the telecom sector of Pakistan has intensified with peruser revenue hitting rock bottom at 080 the lowest level in the world,23/02/2023 12:00,Pakistan,1,
PakStartup,Sadapay Introduces Business Accounts for Freelancers amp Business Owners,23/02/2023 11:35,Pakistan,1,
PakStartup,Saudi Arabia most positive country in the world The report reveals that 96 believe that the country is headed in the right direction,23/02/2023 10:50,Pakistan,1,
PakStartup,Touted as the most beautiful building in the world the Museum of the Future received a gala opening here heralding the arrival of another muchawaited landmark in the UAE that has been nine years in the making,23/02/2023 10:25,Pakistan,1,
PakStartup,MRizwan created history as he took only 18 balls to get to his hundred from fifty completing his century in just 60 balls It is the fastest 50 to 100 acceleration by any Pakistani batter in PSL history,23/02/2023 10:05,Pakistan,1,
PakStartup,Pakistani rupee which has been recovering after a major fall to a record low continued its upward momentum on Thursday against the US dollar appreciating nearly 056 percent in the interbank market During the intraday trading the local currency was being quoted at 26045,23/02/2023 9:45,Pakistan,1,
