Title_Id,News,Title,Tweet,Label,User,Date,Fact Check,,,,,,,Assign,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,"جنهن پارليامينٽ ۾ عمران خان جي لاءِ ٺهراءُ پاس نه ٿو ٿي سگهي، اتي فلسطين جي قرارداد به پاس ٿيڻ نه ڏينداسين: اسد قيصر.
فلسطين لاءِ ٺهراءُ پاس ڪرڻ سان پاڪستان جا مسئلا وڌي ويندا. اسد قيصر
فلسطين جي حمايت جو مقصد يورپي يونين کي ناراض ڪرڻ آهي. اسد قيصر
پاڪستان جو اسرائيل ۽ فلسطين جي مسئلي سان ڪو به تعلق ناهي. اسد قيصر
جيڪڏهن ڪو فلسطين لاءِ ٺهراءُ پاس ڪرائڻ چاهي ٿو ته ڪري، ان ۾ اسان جو ڪو ڪردار ناهي: اسد قيصر
نوٽ، اسان قومي اسيمبلي کي اسرائيل ڏانهن موڪليو آهي، غريب عوام کي شرم اچڻ کپي",FALSE,PakVocals,15-03-2024,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,"جنهن پارليامينٽ ۾ عمران خان جي لاءِ ٺهراءُ پاس نه ٿو ٿي سگهي، اتي فلسطين جي قرارداد به پاس ٿيڻ نه ڏينداسين: اسد قيصر.",FALSE,bilalsialptitigers4,16-03-2024,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,فلسطين لاءِ ٺهراءُ پاس ڪرڻ سان پاڪستان جا مسئلا وڌي ويندا. اسد قيصر,FALSE,bilalsialptitigers5,16-03-2025,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,فلسطين جي حمايت جو مقصد يورپي يونين کي ناراض ڪرڻ آهي. اسد قيصر,FALSE,bilalsialptitigers6,16-03-2026,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,پاڪستان جو اسرائيل ۽ فلسطين جي مسئلي سان ڪو به تعلق ناهي. اسد قيصر,FALSE,bilalsialptitigers7,16-03-2027,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,"جيڪڏهن ڪو فلسطين لاءِ ٺهراءُ پاس ڪرائڻ چاهي ٿو ته ڪري، ان ۾ اسان جو ڪو ڪردار ناهي: اسد قيصر",FALSE,bilalsialptitigers8,16-03-2028,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
1,Asad Qaiser refuse to support resolution against isreal,سد قيصر قومي اسيمبلي ۾ اسرائيل خلاف مذمتي قرارداد جي حمايت ڪرڻ کان انڪار,"جنهن پارليامينٽ ۾ عمران خان جي لاءِ ٺهراءُ پاس نه ٿو ٿي سگهي، اتي فلسطين جي قرارداد به پاس ٿيڻ نه ڏينداسين: اسد قيصر.
فلسطين لاءِ ٺهراءُ پاس ڪرڻ سان پاڪستان جا مسئلا وڌي ويندا. اسد قيصر
فلسطين جي حمايت جو مقصد يورپي يونين کي ناراض ڪرڻ آهي. اسد قيصر
پاڪستان جو اسرائيل ۽ فلسطين جي مسئلي سان ڪو به تعلق ناهي. اسد قيصر
جيڪڏهن ڪو فلسطين لاءِ ٺهراءُ پاس ڪرائڻ چاهي ٿو ته ڪري، ان ۾ اسان جو ڪو ڪردار ناهي: اسد قيصر
نوٽ، اسان قومي اسيمبلي کي اسرائيل ڏانهن موڪليو آهي، غريب عوام کي شرم اچڻ کپي",FALSE,bilalsialptitigers4,16-03-2024,"No, Asad Qaiser did not refuse to support NA resolution condemning Israel",,,,,,,1,,
2,Afghan Refugee Deportation,افغان پناهگيرن جي ملڪ نيڪالي,پهرين مرحلي ۾ 1 لک کان وڌيڪ غير قانوني افغانين کي ملڪ بدر ڪيو ويو آهي,TRUE ,HackerBoy111222,18-03-2024,Pakistan to expel refugees holding Afghan Citizen Cards,,,,,,,0,,
2,Afghan Refugee Deportation,افغان پناهگيرن جي ملڪ نيڪالي,ٻئي مرحلي ۾ افغان شهري ڪارڊ هولڊر جي ملڪ بدريءَ جو ٻيو مرحلو شروع ٿي ويو آهي,TRUE ,HackerBoy111222,18-03-2025,Pakistan to expel refugees holding Afghan Citizen Cards,,,,,,,0,,
2,Afghan Refugee Deportation,افغان پناهگيرن جي ملڪ نيڪالي,حڪومت افغان شهري ڪارڊ هولڊرز جي ملڪ بدريءَ جي ٻي مرحلي شروع ڪرڻ جا حڪم جاري ڪري ڇڏيا آهن.,TRUE ,heersyaal,18-03-2026,Pakistan to expel refugees holding Afghan Citizen Cards,,,,,,,0,,
2,Afghan Refugee Deportation,افغان پناهگيرن جي ملڪ نيڪالي,حڪومت افغان شهري ڪارڊ هولڊرز جي ملڪ بدريءَ جي ٻي مرحلي شروع ڪرڻ جا حڪم جاري ڪري ڇڏيا آهن.,TRUE ,Abdulrazzaqbaj7,18-03-2027,Pakistan to expel refugees holding Afghan Citizen Cards,,,,,,,0,,
2,Afghan Refugee Deportation,افغان پناهگيرن جي ملڪ نيڪالي,حڪومت افغان شهري ڪارڊ هولڊرز جي ملڪ بدريءَ جي ٻي مرحلي شروع ڪرڻ جا حڪم جاري ڪري ڇڏيا آهن.,TRUE ,UAButt01,19-03-2028,Pakistan to expel refugees holding Afghan Citizen Cards,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,سنڌ حڪومت گڏيل منصوبن جي سهڪار سان مڇي فارمنگ سميت مختلف منصوبن لاءِ پاڪ فوج کي 43 هزار ايڪڙ زمين مختص ڪرڻ لاءِ تيار آهي.,TRUE ,fahmidahyousfi,29-10-2023,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت 43 هزار ايڪڙ زمين پاڪ فوج کي منتقل ڪندي. پاڪ فوج گڏيل منصوبن ذريعي فش فارمنگ سميت مختلف منصوبا شروع ڪندي، ان مقصد لاءِ خيرپور ۾ 28 هزار ايڪڙ کان وڌيڪ زمين ڏني ويندي، ڪيٽي بندر ۾ 11 هزار ايڪڙ، شاه بندر ۾ 3 هزار 400 ايڪڙ ۽ بدين ۾ هڪ هزار ايڪڙ زمين ڏيڻ جو اعلان ڪيو ويو آهي. خالي، ذريعن موجب.",TRUE ,fahmidahyousfi,29-10-2024,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت طرفان 43,000 ايڪڙ زمين جي پاڪستان فوج کي منتقلي جو ڪم جاري آهي، جنهن جو مقصد مختلف قسم جي شروعاتن جهڙوڪ مڇي جي فارمنگ کي پارٽنرشپ جي منصوبن ۾ شروع ڪرڻ آهي.",TRUE ,fahmidahyousfi,29-10-2025,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت 43 هزار ايڪڙ زمين پاڪ فوج کي منتقل ڪندي. پاڪ فوج گڏيل منصوبن ذريعي فش فارمنگ سميت مختلف منصوبا شروع ڪندي، ان مقصد لاءِ خيرپور ۾ 28 هزار ايڪڙ کان وڌيڪ زمين ڏني ويندي، ڪيٽي بندر ۾ 11 هزار ايڪڙ، شاه بندر ۾ 3 هزار 400 ايڪڙ ۽ بدين ۾ هڪ هزار ايڪڙ زمين ڏيڻ جو اعلان ڪيو ويو آهي. خالي، ذريعن موجب.",TRUE ,fahmidahyousfi,29-10-2026,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ جي اختيارين 43,000 ايڪڙ زمين پاڪستاني فوج کي ڪيترن ئي ڪوششن لاءِ منتقل ڪرڻ جي منظوري ڏني آهي، خاص طور تي مڇي فارمنگ لاءِ گڏيل منصوبن تي ڌيان ڏيڻ.",TRUE ,fahmidahyousfi,29-10-2027,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت 43 هزار ايڪڙ زمين پاڪ فوج کي منتقل ڪندي. پاڪ فوج گڏيل منصوبن ذريعي فش فارمنگ سميت مختلف منصوبا شروع ڪندي، ان مقصد لاءِ خيرپور ۾ 28 هزار ايڪڙ کان وڌيڪ زمين ڏني ويندي، ڪيٽي بندر ۾ 11 هزار ايڪڙ، شاه بندر ۾ 3 هزار 400 ايڪڙ ۽ بدين ۾ هڪ هزار ايڪڙ زمين ڏيڻ جو اعلان ڪيو ويو آهي. خالي، ذريعن موجب.",TRUE ,fahmidahyousfi,29-10-2028,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"هڪ اقدام ۾، سنڌ حڪومت پاڪستان جي فوج کي 43,000 ايڪڙ زمين فراهم ڪندي، جيڪا مختلف منصوبن کي هٿي ڏيندي، جنهن ۾ مڇي جي فارمنگ لاءِ گڏيل منصوبن سميت مختلف منصوبن کي هٿي ملندي.",TRUE ,fahmidahyousfi,29-10-2029,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت 43 هزار ايڪڙ زمين پاڪ فوج کي منتقل ڪندي. پاڪ فوج گڏيل منصوبن ذريعي فش فارمنگ سميت مختلف منصوبا شروع ڪندي، ان مقصد لاءِ خيرپور ۾ 28 هزار ايڪڙ کان وڌيڪ زمين ڏني ويندي، ڪيٽي بندر ۾ 11 هزار ايڪڙ، شاه بندر ۾ 3 هزار 400 ايڪڙ ۽ بدين ۾ هڪ هزار ايڪڙ زمين ڏيڻ جو اعلان ڪيو ويو آهي. خالي، ذريعن موجب.",TRUE ,EngrShahid_,29-10-2030,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"پاڪستان جي فوج کي سنڌ حڪومت کان 43,000 ايڪڙ زمين ملندي، جيڪا مختلف منصوبن لاءِ مختص ڪئي وئي آهي، جنهن ۾ مڇيءَ جي فارمنگ لاءِ گڏيل سهڪار شامل آهي.",TRUE ,EngrShahid_,29-10-2031,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت 43 هزار ايڪڙ زمين پاڪ فوج کي منتقل ڪندي. پاڪ فوج گڏيل منصوبن ذريعي فش فارمنگ سميت مختلف منصوبا شروع ڪندي، ان مقصد لاءِ خيرپور ۾ 28 هزار ايڪڙ کان وڌيڪ زمين ڏني ويندي، ڪيٽي بندر ۾ 11 هزار ايڪڙ، شاه بندر ۾ 3 هزار 400 ايڪڙ ۽ بدين ۾ هڪ هزار ايڪڙ زمين ڏيڻ جو اعلان ڪيو ويو آهي. خالي، ذريعن موجب.",TRUE ,EngrShahid_,29-10-2032,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ جي انتظاميه 43,000 ايڪڙ زمين پاڪ فوج کي منتقل ڪرڻ جي سهولت فراهم ڪري رهي آهي، جنهن ۾ گڏيل ڪوششن ذريعي ڪيترائي منصوبا شروع ڪرڻ جا منصوبا آهن، خاص طور تي مڇي جي فارمنگ.",TRUE ,EngrShahid_,29-10-2033,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت 43 هزار ايڪڙ زمين پاڪ فوج کي منتقل ڪندي. پاڪ فوج گڏيل منصوبن ذريعي فش فارمنگ سميت مختلف منصوبا شروع ڪندي، ان مقصد لاءِ خيرپور ۾ 28 هزار ايڪڙ کان وڌيڪ زمين ڏني ويندي، ڪيٽي بندر ۾ 11 هزار ايڪڙ، شاه بندر ۾ 3 هزار 400 ايڪڙ ۽ بدين ۾ هڪ هزار ايڪڙ زمين ڏيڻ جو اعلان ڪيو ويو آهي. خالي، ذريعن موجب.",TRUE ,EngrShahid_,29-10-2034,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"43,000 ايڪڙ زمين جو هڪ وڏو حصو، سنڌ حڪومت کان پاڪستان جي فوج کي منتقل ڪيو پيو وڃي، ڪيترن ئي منصوبن جي شروعات جو اشارو ڏئي ٿو، خاص طور تي مڇي جي فارمنگ لاءِ گڏيل منصوبن.",TRUE ,EngrShahid_,29-10-2035,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ حڪومت پاڪستاني فوج کي 43000 ايڪڙ زمين مختص ڪري رهي آهي، جنهن ۾ مڇيءَ جي فارمنگ سميت گڏيل منصوبن لاءِ 43 هزار ايڪڙ زمين ڏني وئي آهي.",TRUE ,EngrShahid_,29-10-2036,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ ۽ پاڪستاني فوج جي وچ ۾ زمين جي منتقلي جو معاهدو جاري آهي، جنهن ۾ فش فارمنگ جي گڏيل منصوبن تي ڌيان ڏنو پيو وڃي.",TRUE ,EngrShahid_,29-10-2037,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"ذريعن جو چوڻ آهي ته سنڌ ۾ 43 هزار ايڪڙ کان وڌيڪ زمين حڪومت ۽ فوج جي گڏيل منصوبن لاءِ استعمال ڪئي ويندي، جنهن ۾ آبي زراعت تي ڌيان ڏنو ويندو.",TRUE ,kissan_pakistan,29-10-2038,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"پاڪستاني فوج مختلف ترقياتي ڪمن لاءِ سنڌ کان زمين حاصل ڪرڻ لاءِ تيار آهي، جنهن ۾ مڇي فارمنگ پارٽنرشپ شامل آهن.",TRUE ,kissan_pakistan,29-10-2039,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ ۾ خيرپور، ڪيٽي بندر، شاهه بندر ۽ بدين کي زمين جي منتقلي جي پروگرام لاءِ نشانو بڻايو ويو آهي، جنهن ۾ فوج شامل آهي. مقصد گڏيل منصوبن کي قائم ڪرڻ، خاص طور تي مڇيء جي فارم ۾.",TRUE ,kissan_pakistan,29-10-2040,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"سنڌ صرف خيرپور ۾ 28,000 ايڪڙ کان وڌيڪ زمين فوج کي مختص ڪري رهي آهي، جنهن ۾ فش فارمنگ جهڙن گڏيل منصوبن کي آسان بڻائي سگهجي ٿو.",TRUE ,kissan_pakistan,29-10-2041,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"پاڪستان جي فوج سنڌ ۾ زمين حاصل ڪري رهي آهي، جنهن جو هڪ اهم حصو (11,000 ايڪڙ کان وڌيڪ) ڪيٽي بندر لاءِ مختص ڪيو ويو آهي، ته جيئن مڇيءَ جي فارمنگ جهڙن گڏيل منصوبن کي اڳتي وڌايو وڃي.",TRUE ,kissan_pakistan,29-10-2042,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,سنڌ حڪومت مبينا طور تي شاه بندر ۾ 3400 ايڪڙ کان وڌيڪ ايراضي فوج سان گڏ زمين جي منتقلي جي پروگرام لاءِ صاف ڪري رهي آهي. ھن تعاون ۾ مڇيءَ جي فارمنگ جي شروعات شامل ٿي سگھي ٿي.,TRUE ,kissan_pakistan,29-10-2043,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
3,land allocation to Pak Army from Sindh Government for joint ventures,سنڌ حڪومت کان پاڪ فوج کي زمين جي منتقلي,"فوج سان زمين جي منتقلي جي معاهدي جي حصي طور، سنڌ بدين ۾ 1000 ايڪڙ زمين تيار ڪري رهي آهي. فش فارمنگ جهڙن گڏيل منصوبن تي ڌيان ڏئي سگهجي ٿو.",TRUE ,kissan_pakistan,29-10-2044,Sindh govt ready to hand over state land to Pakistan Army for corporate farming,,,,,,,0,,
